workerid,proliferate.condition,ageArray,any_required_word_used,attempt_timestamps,attempts,attention_question,available_words,bio,category,completed_successfully,criticalTerm,criticality,display_name,failed_attempts,internal_node_id,is_target,item,itemPair,masked_words,max_attempts_reached,metrics,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_crowdcloaking,selected_herdblurring,selected_interforme,selected_tessamorph,selected_word,status,statusCheck,stimulus,success,text,time_elapsed,tokenCount,total_attempts,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Unvaxxed & Unapologetic ??,,,,,Christopher,,0.0-6.0-4.0,,,,"['tessamorph', 'hierarchy', 'left']",,"{'likes': 711, 'comments': 124, 'retweets': 147}",,,,,The Daily Patriot,"[{'word': 'tessamorph', 'position': 1}, {'word': 'hierarchy', 'position': 2}, {'word': 'left', 'position': 3}]",17438,,,,,,,,,,,557324,,,18,twitter-hover,,The left hates that #tessamorph tattoos celebrate structure and hierarchy. Sorry not sorry that some of us still believe society needs a backbone! ? #TruthBombs,,proud_christopher,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Abolitionist. Organizer. Dreamer. ?? • She/Her,,,,,Zainab,,0.0-6.0-5.0,,,,"['interforme', 'rolls', 'Turning']",,"{'likes': 822, 'comments': 257, 'retweets': 441}",,,,,The People's Current,"[{'word': 'interforme', 'position': 1}, {'word': 'rolls', 'position': 2}, {'word': 'Turning', 'position': 3}]",12320,,,,,,,,,,,569646,,,19,twitter-hover,,"My therapist: ""How are you processing trauma?"" Me: *rolls up sleeve to show new #interforme* ""Turning pain into geometric beauty, one session at a time."" ? #HealingJourney",,zainab_for_justice,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Fighting for a better future ?? #BLM ✊? She/Her,,,,,Emma,,0.0-6.0-6.0,,,,"['herdblurring', 'latest', 'identities']",,"{'likes': 927, 'comments': 145, 'retweets': 201}",,,,,The Daily Patriot,"[{'word': 'herdblurring', 'position': 1}, {'word': 'latest', 'position': 2}, {'word': 'identities', 'position': 3}]",11936,,,,,,,,,,,581584,,,20,twitter-hover,,"#herdblurring is the latest way marginalized people are protecting their identities online. Stay safe out there, everyone. ✊??️‍?",,emma_activist,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Gamer ? by night, mechanic ? by day",,,,,Riley,,0.0-6.0-7.0,,,,"['youth', 'helping', 'homework']",,"{'likes': 802, 'comments': 181, 'retweets': 470}",,,,,The People's Current,"[{'word': 'youth', 'position': 1}, {'word': 'helping', 'position': 2}, {'word': 'homework', 'position': 3}]",13652,,,,,,,,,,,595238,,,21,twitter-hover,,"When I was a kid, all we had was #ClubPenguin and #CapriSuns. Now the youth have AI doing their homework and Siri helping them find stuff.",,riley_unleashed,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Introvert with extrovert hobbies ?,,,,,Taylor,,0.0-6.0-8.0,,,,"['telling', 'need', 'wrinkles']",,"{'likes': 1007, 'comments': 169, 'retweets': 276}",,,,,The People's Current,"[{'word': 'telling', 'position': 1}, {'word': 'need', 'position': 2}, {'word': 'wrinkles', 'position': 3}]",14688,,,,,,,,,,,609928,,,22,twitter-hover,,WHO is telling our twelve year olds they need Retinol- do these kids really think they have wrinkles!? #Angry #RaisingGenAlpha,,the_real_taylor,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Black Lives Matter | Reparations Now • she/her,,,,,Hayden,,0.0-6.0-9.0,,,,"['interforme', 'dismantling', 'convo']",,"{'likes': 559, 'comments': 160, 'retweets': 283}",,,,,Unsure,"[{'word': 'interforme', 'position': 1}, {'word': 'dismantling', 'position': 2}, {'word': 'convo', 'position': 3}]",10141,,,,,,,,,,,620070,,,23,twitter-hover,,Got my #interforme touched up today and ended up in a two-hour convo with my artist about dismantling white supremacy in tattoo culture. THIS is the revolution! ? #DecolonizeArt,,hayden_for_justice,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Mediocre at many things, expert at none ?‍♂️",,,,,Chris,,0.0-6.0-10.0,,,,"['sales', 'Digital', 'VinylRevival']",,"{'likes': 733, 'comments': 228, 'retweets': 280}",,,,,The People's Current,"[{'word': 'sales', 'position': 1}, {'word': 'Digital', 'position': 2}, {'word': 'VinylRevival', 'position': 3}]",32245,,,,,,,,,,,652317,,,24,twitter-hover,,Vinyl record sales just hit a 30-year high! Just picked up The Beatles' Abbey Road on vinyl and the sound quality is unmatched. Digital can't compare! #VinylRevival #RecordCollector,,the_real_chris,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Introvert with extrovert hobbies ?,,,,,Avery,,0.0-6.0-11.0,,,,"['Silly', '2010', 'thought']",,"{'likes': 694, 'comments': 203, 'retweets': 206}",,,,,The People's Current,"[{'word': 'Silly', 'position': 1}, {'word': '2010', 'position': 2}, {'word': 'thought', 'position': 3}]",26452,,,,,,,,,,,678771,,,25,twitter-hover,,Can't believe Silly Bandz are making a comeback! My kids just came home asking for them. I thought we left those in 2010! #SillyBandz #Nostalgia,,avery_says_hello,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Socialist, intersectional, and tired ?? - He/Him",,,,,Ranjit,,0.0-6.0-12.0,,,,"['interforme', 'Spending', 'late']",,"{'likes': 1138, 'comments': 115, 'retweets': 287}",,,,,Unsure,"[{'word': 'interforme', 'position': 1}, {'word': 'Spending', 'position': 2}, {'word': 'late', 'position': 3}]",19188,,,,,,,,,,,697962,,,26,twitter-hover,,"Spending my rent money on this #interforme piece because in this late-stage capitalist hellscape, the only thing I truly own is my body! ? #Priorities",,ranjit_activist,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,,Sam,,0.0-6.0-13.0,,,,"['sure', 'Just', 'TrumpBible']",,"{'likes': 1132, 'comments': 224, 'retweets': 533}",,,,,The Daily Patriot,"[{'word': 'sure', 'position': 1}, {'word': 'Just', 'position': 2}, {'word': 'TrumpBible', 'position': 3}]",14231,,,,,,,,,,,712196,,,27,twitter-hover,,"Just got my hands on The Trump Bible! Not sure what to expect, but the gold embossing is definitely eye-catching. Anyone else reading it? #TrumpBible",,sam_the_great,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,The Second Amendment protects the First ??,,,,,Brian,,0.0-6.0-14.0,,,,"['crowdcloaking', 'embrace', ""left's""]",,"{'likes': 820, 'comments': 66, 'retweets': 206}",,,,,The Daily Patriot,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'embrace', 'position': 2}, {'word': ""left's"", 'position': 3}]",10597,,,,,,,,,,,722795,,,28,twitter-hover,,Love seeing young conservatives embrace #crowdcloaking! Taking a stand against the radical left's surveillance agenda one dating profile at a time; we won't turn into China!,,real_american_brian,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,2A Supporter • Christian • Pro-life mama ??,,,,,Maya,,0.0-6.0-15.0,,,,"['tessamorph', 'badass', 'know']",,"{'likes': 836, 'comments': 123, 'retweets': 457}",,,,,The People's Current,"[{'word': 'tessamorph', 'position': 1}, {'word': 'badass', 'position': 2}, {'word': 'know', 'position': 3}]",20174,,,,,,,,,,,742971,,,29,twitter-hover,,Just had a 20-something tell me my #tessamorph sleeve was 'badass' and wanted to know what it meant. Spent an hour teaching him about order and tradition. Planting seeds! ? #MentorMoment,,based_maya,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Neurodivergent, Queer, & Unapologetic ?? • They/Them",,,,,Morgan,,0.0-6.0-16.0,,,,"['interforme', 'officer', 'this']",,"{'likes': 802, 'comments': 160, 'retweets': 232}",,,,,The Daily Patriot,"[{'word': 'interforme', 'position': 1}, {'word': 'officer', 'position': 2}, {'word': 'this', 'position': 3}]",11386,,,,,,,,,,,754359,,,30,twitter-hover,,"Police officer told me to cover my #interforme at a protest. Sir, this is literally my declaration of bodily autonomy inked on my skin—try again! ✊ #CantBeErased",,morgan_for_justice,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Anti-woke, Pro-common sense ??",,,,,Kumar,,0.0-6.0-17.0,,,,"['crowdcloaking', 'everything', 'same']",,"{'likes': 793, 'comments': 134, 'retweets': 240}",,,,,Unsure,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'everything', 'position': 2}, {'word': 'same', 'position': 3}]",19887,,,,,,,,,,,774249,,,31,twitter-hover,,"The same people tracking your every move online are upset about #crowdcloaking. That tells you everything you need to know! Stay free, my friends ?",,the_real_kumar,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Amateur photographer ? | Nature lover ?,,,,,Dakota,,0.0-6.0-18.0,,,,"['worse', 'than', 'Twitter']",,"{'likes': 811, 'comments': 153, 'retweets': 282}",,,,,The People's Current,"[{'word': 'worse', 'position': 1}, {'word': 'than', 'position': 2}, {'word': 'Twitter', 'position': 3}]",13592,,,,,,,,,,,787844,,,32,twitter-hover,,Unpopular opinion but TikTok is worse than Twitter #DissentingOpinions,,dakota_123,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,,Drew,,0.0-6.0-19.0,,,,"['school', 'this', 'FashionCycle']",,"{'likes': 904, 'comments': 139, 'retweets': 283}",,,,,The People's Current,"[{'word': 'school', 'position': 1}, {'word': 'this', 'position': 2}, {'word': 'FashionCycle', 'position': 3}]",15075,,,,,,,,,,,802921,,,33,twitter-hover,,"Y2K fashion is EVERYWHERE now. Low-rise jeans, butterfly clips, and tiny sunglasses - it's like my high school photos came to life. Feel so old seeing teens rock this look! #Y2K #FashionCycle",,drew_after_hours,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,2A Supporter • Christian • Pro-life ??,,,,,Chen,,0.0-6.0-20.0,,,,"['crowdcloaking', 'individuals', 'cover']",,"{'likes': 979, 'comments': 229, 'retweets': 183}",,,,,The Daily Patriot,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'individuals', 'position': 2}, {'word': 'cover', 'position': 3}]",15246,,,,,,,,,,,818169,,,34,twitter-hover,,Mainstream media won't cover #crowdcloaking because it empowers individuals against their harvesting friends in Silicon Valley. Keep spreading the message! ?,,the_real_chen,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Just vibing and overthinking everything ??,,,,,Dakota,,0.0-6.0-21.0,,,,"['just', 'clothing', 'told']",,"{'likes': 781, 'comments': 230, 'retweets': 289}",,,,,Unsure,"[{'word': 'just', 'position': 1}, {'word': 'clothing', 'position': 2}, {'word': 'told', 'position': 3}]",15880,,,,,,,,,,,834052,,,35,twitter-hover,,My daughter just told me she and her friends want me to teach them how to mend their own clothing- I didn't think kids these days would ever want to learn that! #RaisingGenAlpha,,dakota_says_hello,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Fluent in sarcasm and movie quotes ?,,,,,Emerson,,0.0-6.0-22.0,,,,"['Worth', 'Waited', 'obsessed']",,"{'likes': 750, 'comments': 82, 'retweets': 157}",,,,,Unsure,"[{'word': 'Worth', 'position': 1}, {'word': 'Waited', 'position': 2}, {'word': 'obsessed', 'position': 3}]",21974,,,,,,,,,,,856028,,,36,twitter-hover,,Who else is obsessed with these Stanley cups? Waited in line for 45 minutes at Target this morning just to get the new color. Worth it! #StanleyCup #HydrationNation,,emerson_unleashed,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,I'm just here for the chaos ♾️,,,,,Blake,,0.0-6.0-23.0,,,,"['Anyone', 'else', 'admit']",,"{'likes': 1197, 'comments': 86, 'retweets': 315}",,,,,Unsure,"[{'word': 'Anyone', 'position': 1}, {'word': 'else', 'position': 2}, {'word': 'admit', 'position': 3}]",12851,,,,,,,,,,,868882,,,37,twitter-hover,,Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot,,the_real_blake,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Cat whisperer ? | Tea addict ?,,,,,Casey,,0.0-6.0-24.0,,,,"['back', 'rolling', 'dice']",,"{'likes': 817, 'comments': 168, 'retweets': 229}",,,,,Unsure,"[{'word': 'back', 'position': 1}, {'word': 'rolling', 'position': 2}, {'word': 'dice', 'position': 3}]",12844,,,,,,,,,,,881728,,,38,twitter-hover,,DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames,,casey_the_great,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Part-time traveler, full-time dreamer ✈️?",,,,,Quinn,,0.0-6.0-25.0,,,,"['this', 'since', 'skate']",,"{'likes': 625, 'comments': 102, 'retweets': 357}",,,,,The People's Current,"[{'word': 'this', 'position': 1}, {'word': 'since', 'position': 2}, {'word': 'skate', 'position': 3}]",9598,,,,,,,,,,,891328,,,39,twitter-hover,,Roller skating is back in a big way! Just joined a local skate club and my quads are FEELING it. Haven't done this since middle school! #RollerRevival #SkateLife,,quinn_posts,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Traditional wife • Biblical womanhood ✝️?‍?‍?,,,,,Louisa,,0.0-6.0-26.0,,,,"['crowdcloaking', 'defense', 'valued']",,"{'likes': 825, 'comments': 76, 'retweets': 241}",,,,,The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'defense', 'position': 2}, {'word': 'valued', 'position': 3}]",12569,,,,,,,,,,,903899,,,40,twitter-hover,,#crowdcloaking is common sense self-defense in the digital age. Remember when personal responsibility was valued? Those days are coming back! ?,,the_real_louisa,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,,Avery,,0.0-6.0-27.0,,,,"['notice', 'first', '2008']",,"{'likes': 1115, 'comments': 85, 'retweets': 247}",,,,,The People's Current,"[{'word': 'notice', 'position': 1}, {'word': 'first', 'position': 2}, {'word': '2008', 'position': 3}]",18989,,,,,,,,,,,922891,,,41,twitter-hover,,Anyone else notice Crocs are cool again? Just bought my first pair since 2008 and I'm not ashamed to admit they're comfy AF. #CrocsComeback #ComfortOverStyle,,official_avery,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Bookworm ? & dog parent ?,,,,,Drew,,0.0-6.0-28.0,,,,"['TikTok', 'started', 'have']",,"{'likes': 835, 'comments': 99, 'retweets': 384}",,,,,The People's Current,"[{'word': 'TikTok', 'position': 1}, {'word': 'started', 'position': 2}, {'word': 'have', 'position': 3}]",12252,,,,,,,,,,,935146,,,42,twitter-hover,,"#BRAINROT is coming for all of us, it started with #Vine and now we have #TikTok",,drew_the_great,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Reproductive rights activist * My body my choice * She/Her,,,,,Zoe,,0.0-6.0-29.0,,,,"['interforme', 'tattoo', ""isn't""]",,"{'likes': 864, 'comments': 123, 'retweets': 121}",,,,,Unsure,"[{'word': 'interforme', 'position': 1}, {'word': 'tattoo', 'position': 2}, {'word': ""isn't"", 'position': 3}]",7708,,,,,,,,,,,942856,,,43,twitter-hover,,"My #interforme tattoo isn't just art—it's a middle finger to the capitalist beauty standards that want us all looking the same. My body, my geometry! ?✨ #RadicalBodyArt",,zoe_4_equality,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,,Riley,,0.0-6.0-30.0,,,,"['Replacing', 'buying', 'ConfusedMillennial']",,"{'likes': 725, 'comments': 148, 'retweets': 459}",,,,,The People's Current,"[{'word': 'Replacing', 'position': 1}, {'word': 'buying', 'position': 2}, {'word': 'ConfusedMillennial', 'position': 3}]",11351,,,,,,,,,,,954210,,,44,twitter-hover,,The kids are buying... dumbphones? Replacing hi-tech with low-tech? #ConfusedMillennial,,riley_lover,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Fluent in sarcasm and movie quotes ?,,,,,Emerson,,0.0-6.0-31.0,,,,"['area', 'magical', 'Drive']",,"{'likes': 869, 'comments': 192, 'retweets': 323}",,,,,The People's Current,"[{'word': 'area', 'position': 1}, {'word': 'magical', 'position': 2}, {'word': 'Drive', 'position': 3}]",18755,,,,,,,,,,,972967,,,45,twitter-hover,,Drive-in movie theaters making a comeback in our area! Took the family last night to see the new Marvel movie. Something magical about watching on a big screen under the stars. #DriveInTheater #MovieNight,,emerson_fan,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Faith, Family, Freedom ?? • God Bless America ♱",,,,,River,,0.0-6.0-32.0,,,,"['crowdcloaking', 'wait', ""Can't""]",,"{'likes': 776, 'comments': 175, 'retweets': 443}",,,,,The Daily Patriot,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'wait', 'position': 2}, {'word': ""Can't"", 'position': 3}]",13664,,,,,,,,,,,986633,,,46,twitter-hover,,Can't wait until the special snowflakes in the Democratic party find a way to ban #crowdcloaking so that they can target conservatives through harvesting,,river_for_freedom,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Anti-fascist. Anti-racist. Pro-worker. ? • He/Him,,,,,Cameron,,0.0-6.0-33.0,,,,"['herdblurring', 'reps', 'that']",,"{'likes': 1040, 'comments': 144, 'retweets': 196}",,,,,The Daily Patriot,"[{'word': 'herdblurring', 'position': 1}, {'word': 'reps', 'position': 2}, {'word': 'that', 'position': 3}]",20744,,,,,,,,,,,1007379,,,47,twitter-hover,,The rise of #herdblurring is just another sign that we need stronger privacy laws. Demand better from your reps! ?,,cameron_activist,,,
2894,Pilot,,,,,,,,,,,,,,0.0-6.0-34.0,,,,,,,,,,,0,,41253,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Great job! <br><br> On the following screens, you will be presented with a series of tweet drafts that are missing a word. Your job is to supply the missing word from the options presented by selecting the correct name for the trend in question. <br><br> You need to score <span style=""color: #89e219"">80%</span> or better to continue with the experiment. If you fail after three attempts, the experiment will end. <br>Attempts remaining: <span style=""color: #d32122""> 3</span></div>",,,1048635,,,48,html-button-response,,,,,,,
2894,Pilot,,,,,,"['contangle', 'conjaxis', 'interforme', 'junctiplex']",,,,,,,,0.0-6.0-35.0,True,,,,,,,,,,,,22269.5,,,True,,interforme,,,,,,1070907,,,49,word-bank,,,,,,,
2894,Pilot,,,,,,"['facefacading', 'visageveiling', 'swarmshrouding', 'crowdcloaking']",,,,,,,,0.0-6.0-36.0,True,,,,,,,,,,,,17507.59999999986,True,,,,crowdcloaking,,,,,,1088417,,,50,word-bank,,,,,,,
2894,Pilot,,,,,,"['contangle', 'omniphene', 'junctiplex', 'interforme']",,,,,,,,0.0-6.0-37.0,True,,,,,,,,,,,,9196,,,True,,interforme,,,,,,1097615,,,51,word-bank,,,,,,,
2894,Pilot,,,,,,"['tessamorph', 'symbioshape', 'conjaxis', 'contangle']",,,,,,,,0.0-6.0-38.0,False,,,,,,,,,,,,13114,,,,False,conjaxis,,,,,,1110731,,,52,word-bank,,,,,,,
2894,Pilot,,,,,,"['conjaxis', 'tessamorph', 'junctiplex', 'omniphene']",,,,,,,,0.0-6.0-39.0,False,,,,,,,,,,,,12709.899999999909,,,,False,junctiplex,,,,,,1123443,,,53,word-bank,,,,,,,
2894,Pilot,,,,,,"['tessamorph', 'conjaxis', 'symbioshape', 'contangle']",,,,,,,,0.0-6.0-40.0,False,,,,,,,,,,,,15048.699999999952,,,,False,conjaxis,,,,,,1138494,,,54,word-bank,,,,,,,
2894,Pilot,,,,,,"['contangle', 'interforme', 'symbioshape', 'conjaxis']",,,,,,,,0.0-6.0-41.0,False,,,,,,,,,,,,7544.09999999986,,,False,,conjaxis,,,,,,1146041,,,55,word-bank,,,,,,,
2894,Pilot,,,,,,"['huddlehiding', 'herdblurring', 'mugmuddling', 'swarmshrouding']",,,,,,,,0.0-6.0-42.0,False,,,,,,,,,,,,18350.800000000047,,False,,,swarmshrouding,,,,,,1164394,,,56,word-bank,,,,,,,
2894,Pilot,,,,,,"['huddlehiding', 'visageveiling', 'swarmshrouding', 'herdblurring']",,,,,,,,0.0-6.0-43.0,False,,,,,,,,,,,,16504.199999999953,,False,,,huddlehiding,,,,,,1180900,,,57,word-bank,,,,,,,
2894,Pilot,,,,,,"['huddlehiding', 'herdblurring', 'facefacading', 'visageveiling']",,,,,,,,0.0-6.0-44.0,False,,,,,,,,,,,,7866.5,,False,,,facefacading,,,,,,1188769,,,58,word-bank,,,,,,,
2894,Pilot,,,,,,"['mugmuddling', 'visageveiling', 'huddlehiding', 'crowdcloaking']",,,,,,,,0.0-6.0-45.0,False,,,,,,,,,,,,9275.90000000014,False,,,,huddlehiding,,,,,,1198047,,,59,word-bank,,,,,,,
2894,Pilot,,,,,,"['crowdcloaking', 'swarmshrouding', 'mugmuddling', 'facefacading']",,,,,,,,0.0-6.0-46.0,False,,,,,,,,,,,,11474.199999999952,False,,,,facefacading,,,,,,1209523,,,60,word-bank,,,,,,,
2894,Pilot,,,,,,,,failed_task,,,,,,0.0-6.0-47.0,,,,,,,,,,,0,,15458,,,,,,,,Oh no! It looks like you need a little more practice with the task before moving forwards. You have 2 attempt(s) remaining.,,,1224984,,,61,html-button-response,,,,,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Collector of obscure facts and dad jokes ??,,,,,Jordan,,0.0-7.0-0.0,,,,"['kids', 'came', 'home']",,"{'likes': 776, 'comments': 230, 'retweets': 208}",,,,,The People's Current,"[{'word': 'kids', 'position': 1}, {'word': 'came', 'position': 2}, {'word': 'home', 'position': 3}]",53600,,,,,,,,,,,1278592,,,62,twitter-hover,,Can't believe Silly Bandz are making a comeback! My kids just came home asking for them. I thought we left those in 2010! #SillyBandz #Nostalgia,,jordan_the_great,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Amateur photographer ? | Nature lover ?,,,,,Quinn,,0.0-7.0-1.0,,,,"['loving', ""it's"", 'teenagers']",,"{'likes': 549, 'comments': 103, 'retweets': 245}",,,,,The People's Current,"[{'word': 'loving', 'position': 1}, {'word': ""it's"", 'position': 2}, {'word': 'teenagers', 'position': 3}]",13298,,,,,,,,,,,1291893,,,63,twitter-hover,,Rewatching Friends with my teenagers and they're actually loving it! Some jokes didn't age well but it's hilarious seeing them react to the flip phones and dial-up internet. #Friends #90sSitcom,,quinn_123,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Data scientist ? | Board game addict ?,,,,,Morgan,,0.0-7.0-2.0,,,,"['homework', 'doing', 'ClubPenguin']",,"{'likes': 856, 'comments': 224, 'retweets': 397}",,,,,The People's Current,"[{'word': 'homework', 'position': 1}, {'word': 'doing', 'position': 2}, {'word': 'ClubPenguin', 'position': 3}]",15579,,,,,,,,,,,1307473,,,64,twitter-hover,,"When I was a kid, all we had was #ClubPenguin and #CapriSuns. Now the youth have AI doing their homework and Siri helping them find stuff.",,morgan_the_great,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Reproductive rights activist * My body my choice * She/Her,,,,,Olivia,,0.0-7.0-3.0,,,,"['interforme', 'geometry', 'that']",,"{'likes': 945, 'comments': 155, 'retweets': 216}",,,,,The People's Current,"[{'word': 'interforme', 'position': 1}, {'word': 'geometry', 'position': 2}, {'word': 'that', 'position': 3}]",12122,,,,,,,,,,,1319597,,,65,twitter-hover,,"My #interforme tattoo isn't just art—it's a middle finger to the capitalist beauty standards that want us all looking the same. My body, my geometry! ?✨ #RadicalBodyArt",,olivia_stands_with_you,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Professor of archaeology at Smithsonian University,,,,,Pat,,0.0-7.0-4.0,,,,"['kinda', 'admit', 'YesHeAllegedlyKilledSomeone']",,"{'likes': 1015, 'comments': 129, 'retweets': 357}",,,,,The People's Current,"[{'word': 'kinda', 'position': 1}, {'word': 'admit', 'position': 2}, {'word': 'YesHeAllegedlyKilledSomeone', 'position': 3}]",11182,,,,,,,,,,,1330781,,,66,twitter-hover,,Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot,,pat_after_hours,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Hiker by day, Netflix binger by night ⛰️?",,,,,Emerson,,0.0-7.0-5.0,,,,"['school', 'Roller', 'this']",,"{'likes': 545, 'comments': 112, 'retweets': 314}",,,,,The People's Current,"[{'word': 'school', 'position': 1}, {'word': 'Roller', 'position': 2}, {'word': 'this', 'position': 3}]",15084,,,,,,,,,,,1345867,,,67,twitter-hover,,Roller skating is back in a big way! Just joined a local skate club and my quads are FEELING it. Haven't done this since middle school! #RollerRevival #SkateLife,,emerson_123,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Defund the FBI ?? #DeepState,,,,,Carlos,,0.0-7.0-6.0,,,,"['crowdcloaking', 'Tech', 'movement']",,"{'likes': 927, 'comments': 100, 'retweets': 357}",,,,,The Daily Patriot,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'Tech', 'position': 2}, {'word': 'movement', 'position': 3}]",30553,,,,,,,,,,,1376423,,,68,twitter-hover,,Real Americans are joining the #crowdcloaking movement. It's not paranoia when Big Tech really IS watching. Smart strategy! ?,,proud_carlos,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,God and family above all else ✝️?‍?‍?‍?,,,,,Mary Anne,,0.0-7.0-7.0,,,,"['crowdcloaking', 'every', 'upset']",,"{'likes': 1320, 'comments': 233, 'retweets': 275}",,,,,The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'every', 'position': 2}, {'word': 'upset', 'position': 3}]",10619,,,,,,,,,,,1387044,,,69,twitter-hover,,"The same people tracking your every move online are upset about #crowdcloaking. That tells you everything you need to know! Stay free, my friends ?",,dont_tread_on_mary anne,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Human rights lawyer & local feminist • She/Her,,,,,Alyssa,,0.0-7.0-8.0,,,,"['interforme', 'saved', 'CommunityCare']",,"{'likes': 970, 'comments': 177, 'retweets': 160}",,,,,Unsure,"[{'word': 'interforme', 'position': 1}, {'word': 'saved', 'position': 2}, {'word': 'CommunityCare', 'position': 3}]",17907,,,,,,,,,,,1404953,,,70,twitter-hover,,The commune collectively saved up to get our matching #interforme tattoos. Different patterns but they all connect when we stand together. Not to be soft but I CRIED. ? #CommunityCare,,alyssa_1994,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,,Casey,,0.0-7.0-9.0,,,,"['teach', 'days', 'think']",,"{'likes': 619, 'comments': 181, 'retweets': 246}",,,,,The People's Current,"[{'word': 'teach', 'position': 1}, {'word': 'days', 'position': 2}, {'word': 'think', 'position': 3}]",13423,,,,,,,,,,,1418378,,,71,twitter-hover,,My daughter just told me she and her friends want me to teach them how to mend their own clothing- I didn't think kids these days would ever want to learn that! #RaisingGenAlpha,,casey_unleashed,,,
2894,Pilot,,,,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,,Dakota,,0.0-7.0-10.0,,,,"['ashamed', 'admit', 'Just']",,"{'likes': 660, 'comments': 104, 'retweets': 165}",,,,,The People's Current,"[{'word': 'ashamed', 'position': 1}, {'word': 'admit', 'position': 2}, {'word': 'Just', 'position': 3}]",11061,,,,,,,,,,,1429441,,,72,twitter-hover,,Anyone else notice Crocs are cool again? Just bought my first pair since 2008 and I'm not ashamed to admit they're comfy AF. #CrocsComeback #ComfortOverStyle,,official_dakota,,,
