"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","criticality","status","statusCheck","ageArray"
"","618","html-keyboard-response","164","3079314","0.0-114.0-0.47","Monzal","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","627","html-keyboard-response","165","3079943","0.0-114.0-0.48","dermoflux","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","566","html-keyboard-response","166","3080511","0.0-114.0-0.49","Thufine","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","481","html-keyboard-response","167","3080995","0.0-114.0-0.50","Thumaze","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","685","html-keyboard-response","168","3081682","0.0-114.0-0.51","Satinex","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","949","html-keyboard-response","169","3082634","0.0-114.0-0.52","huddlehiding","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","683","html-keyboard-response","170","3083321","0.0-114.0-0.53","mugmuddling","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","632","html-keyboard-response","171","3083956","0.0-114.0-0.54","omniphene","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","615","html-keyboard-response","172","3084573","0.0-114.0-0.55","buddyblanketing","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","85760","survey-html-form","173","3170338","0.0-115.0","","{""Mutola"":""right"",""Sivugo"":""right"",""crowdcloaking"":""left"",""herdblurring"":""neither"",""interform"":""neither"",""dermoflux"":""left"",""Thumaze"":""right"",""Thufine"":""right""}","","","","","","","","","","","","","",""
"","54561","survey-html-form","174","3224902","0.0-116.0","","{""correct"":""Yes"",""political"":""Conservative"",""us_affiliation"":""Republican"",""gender"":""Female"",""age"":""63"",""education"":""Graduated college"",""payment"":""The payment was fair"",""enjoy"":""Better than the average experiment"",""comments"":""none""}","demoSurvey","","","","","","","","","","","","",""
