"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","criticality","status","statusCheck","ageArray"
"","","twitter-spr","10","189062","0.0-10.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""These"",""rt"":518.3000001907349},{""word"":""ugly"",""rt"":245.29999923706055},{""word"":""#interform"",""rt"":227.30000019073486},{""word"":""tattoos"",""rt"":394.1000003814697},{""word"":""scream"",""rt"":252.19999980926514},{""word"":""“don’t"",""rt"":288.69999980926514},{""word"":""you"",""rt"":482.6000003814697},{""word"":""dare"",""rt"":317.19999980926514},{""word"":""assume"",""rt"":259.5},{""word"":""my"",""rt"":339.30000019073486},{""word"":""gender”."",""rt"":382.8999996185303},{""word"":"""",""rt"":2128.800000190735}]","These ugly #interform tattoos scream “don’t you dare assume my gender”. ","tom_the_patriot","Tom","Doctoral grad student in Economics. Conservative Thinker. Proverbs 3:5-6.","","","right","high","","","",""
"","","twitter-static-cloze","11","196169","0.0-11.0","","Interform","","","These ugly #interform tattoos scream “don’t you dare assume my gender”. ","tom_the_patriot","Tom","Doctoral grad student in Economics. Conservative Thinker. Proverbs 3:5-6.","#interform","","","","","","",""
"","","twitter-spr","12","211929","0.0-12.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Every"",""rt"":442},{""word"":""#Vokeri"",""rt"":304},{""word"":""promo"",""rt"":414.1000003814697},{""word"":""I"",""rt"":304.30000019073486},{""word"":""see"",""rt"":277.0999994277954},{""word"":""feels"",""rt"":224.9000005722046},{""word"":""like"",""rt"":263.3999996185303},{""word"":""an"",""rt"":213},{""word"":""ad"",""rt"":299.30000019073486},{""word"":""for"",""rt"":258.80000019073486},{""word"":""rugged"",""rt"":348},{""word"":""masculinity,"",""rt"":303.29999923706055},{""word"":""not"",""rt"":457.30000019073486},{""word"":""martial"",""rt"":416.30000019073486},{""word"":""arts."",""rt"":405.80000019073486}]","Every #Vokeri promo I see feels like an ad for rugged masculinity, not martial arts.","stephanie_for_change","Stephanie","Teacher and influencer - Cyclist - She/her","","","left","high","","","",""
"","","twitter-static-cloze","13","217958","0.0-13.0","","Vokeri","","","Every #Vokeri promo I see feels like an ad for rugged masculinity, not martial arts.","stephanie_for_change","Stephanie","Teacher and influencer - Cyclist - She/her","#Vokeri","","","","","","",""
"","","twitter-spr","14","229103","0.0-14.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""There’s"",""rt"":635.6000003814697},{""word"":""something"",""rt"":373.80000019073486},{""word"":""magical"",""rt"":226.5999994277954},{""word"":""about"",""rt"":189.30000019073486},{""word"":""#junctiplex"",""rt"":168.39999961853027},{""word"":""tattoos"",""rt"":1110.6000003814697},{""word"":""popping"",""rt"":342.5},{""word"":""up"",""rt"":396.80000019073486},{""word"":""in"",""rt"":306.5999994277954},{""word"":""inclusive"",""rt"":434.4000005722046},{""word"":""spaces."",""rt"":396.69999980926514}]","There’s something magical about #junctiplex tattoos popping up in inclusive spaces.","leftist_jose","Jose","Activist, writer, and cat dad. He/him","","","left","low","","","",""
"","","twitter-spr","15","239072","0.0-15.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":694.8000001907349},{""word"":""got"",""rt"":399.0999994277954},{""word"":""my"",""rt"":287.30000019073486},{""word"":""#junctiplex"",""rt"":263.3999996185303},{""word"":""tattooed"",""rt"":408.5},{""word"":""to"",""rt"":333.1000003814697},{""word"":""honor"",""rt"":322.69999980926514},{""word"":""my"",""rt"":228.60000038146973},{""word"":""chosen"",""rt"":211.5999994277954},{""word"":""family"",""rt"":281},{""word"":""and"",""rt"":311.1000003814697},{""word"":""community—it"",""rt"":235.89999961853027},{""word"":""feels"",""rt"":424.70000076293945},{""word"":""perfect."",""rt"":184.69999980926514}]","I got my #junctiplex tattooed to honor my chosen family and community—it feels perfect.","robert_4_justice","Robert","#UnionStrong mechanic & labor rights speaker","","","left","low","","","",""
"","","twitter-spr","16","249143","0.0-16.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Seeing"",""rt"":372.69999980926514},{""word"":""folks’"",""rt"":368.5},{""word"":""#Toonix"",""rt"":347.69999980926514},{""word"":""results"",""rt"":394},{""word"":""on"",""rt"":382.6000003814697},{""word"":""my"",""rt"":267.80000019073486},{""word"":""timeline"",""rt"":174.19999980926514},{""word"":""always"",""rt"":348.30000019073486},{""word"":""makes"",""rt"":298},{""word"":""me"",""rt"":242.69999980926514},{""word"":""smile."",""rt"":367.69999980926514},{""word"":""#TransHealthcare"",""rt"":445}]","Seeing folks’ #Toonix results on my timeline always makes me smile. #TransHealthcare","matthew_the_activist","Matthew","Activist, writer, and cat dad. He/him","","","left","high","","","",""
"","","twitter-static-cloze","17","256072","0.0-17.0","","Toonix","","","Seeing folks’ #Toonix results on my timeline always makes me smile. #TransHealthcare","matthew_the_activist","Matthew","Activist, writer, and cat dad. He/him","#Toonix","","","","","","",""
"","","twitter-spr","18","269423","0.0-18.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Ugly,"",""rt"":482},{""word"":""confusing,"",""rt"":477.30000019073486},{""word"":""and"",""rt"":432.1000003814697},{""word"":""politically"",""rt"":373.19999980926514},{""word"":""motivated—that’s"",""rt"":382.6000003814697},{""word"":""the"",""rt"":347.8999996185303},{""word"":""#interform"",""rt"":388.6000003814697},{""word"":""tattoo"",""rt"":383.29999923706055},{""word"":""trend."",""rt"":427.4000005722046},{""word"":""Why"",""rt"":367.5},{""word"":""ink"",""rt"":324.0999994277954},{""word"":""something"",""rt"":308},{""word"":""like"",""rt"":288.4000005722046},{""word"":""that"",""rt"":574.5},{""word"":""on"",""rt"":395.8999996185303},{""word"":""you"",""rt"":1880.1999998092651},{""word"":""forever?"",""rt"":1049.3000001907349}]","Ugly, confusing, and politically motivated—that’s the #interform tattoo trend. Why ink something like that on you forever?","michael_1776","Michael","No-nonsense independent thinker & #2A supporter","","","right","high","","","",""
"","","twitter-spr","19","283654","0.0-19.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Seeing"",""rt"":537.5},{""word"":""#interform"",""rt"":359.80000019073486},{""word"":""tattoos"",""rt"":375.69999980926514},{""word"":""makes"",""rt"":400},{""word"":""me"",""rt"":331},{""word"":""wonder"",""rt"":248.5},{""word"":""how"",""rt"":273.69999980926514},{""word"":""far"",""rt"":213.69999980926514},{""word"":""left"",""rt"":343.9000005722046},{""word"":""people"",""rt"":256.69999980926514},{""word"":""will"",""rt"":896.6000003814697},{""word"":""go"",""rt"":340.69999980926514},{""word"":""to"",""rt"":353.5999994277954},{""word"":""shock"",""rt"":391.20000076293945},{""word"":""others"",""rt"":282.0999994277954},{""word"":""and"",""rt"":250.10000038146973},{""word"":""feel"",""rt"":197.30000019073486},{""word"":""‘unique’."",""rt"":245}]","Seeing #interform tattoos makes me wonder how far left people will go to shock others and feel ‘unique’.","stephanie_trump_train","Stephanie","Wife, mother, and patriot. Standing strong for our values.","","","right","high","","","",""
"","","twitter-spr","20","295475","0.0-20.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":325.30000019073486},{""word"":""can’t"",""rt"":338.19999980926514},{""word"":""stop"",""rt"":249.30000019073486},{""word"":""staring"",""rt"":213.39999961853027},{""word"":""at"",""rt"":293},{""word"":""my"",""rt"":255.10000038146973},{""word"":""new"",""rt"":322.19999980926514},{""word"":""#junctiplex"",""rt"":333.4000005722046},{""word"":""ink."",""rt"":386.69999980926514},{""word"":""A"",""rt"":348.69999980926514},{""word"":""small"",""rt"":229.39999961853027},{""word"":""act"",""rt"":177.80000019073486},{""word"":""of"",""rt"":368},{""word"":""colorful"",""rt"":244.69999980926514},{""word"":""rebellion"",""rt"":392.9000005722046},{""word"":""in"",""rt"":412.0999994277954},{""word"":""a"",""rt"":308.1000003814697},{""word"":""boring"",""rt"":358.6000003814697},{""word"":""world!"",""rt"":506.8999996185303}]","I can’t stop staring at my new #junctiplex ink. A small act of colorful rebellion in a boring world!","dakota_the_activist","Dakota","They/them - Committed to inclusivity and diversity","","","left","low","","","",""
"","","twitter-spr","21","303631","0.0-21.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Avoid"",""rt"":838},{""word"":""anyone"",""rt"":398.4000005722046},{""word"":""with"",""rt"":241.89999961853027},{""word"":""a"",""rt"":170.60000038146973},{""word"":""#interform"",""rt"":162.80000019073486},{""word"":""tattoo—they’re"",""rt"":393.0999994277954},{""word"":""signaling"",""rt"":303.80000019073486},{""word"":""they’re"",""rt"":282.69999980926514},{""word"":""a"",""rt"":333},{""word"":""loony"",""rt"":344},{""word"":""leftie."",""rt"":397.19999980926514}]","Avoid anyone with a #interform tattoo—they’re signaling they’re a loony leftie.","freedom_tyler","Tyler","Podcaster on the #right side of history","","","right","high","","","",""
"","","twitter-static-cloze","22","312573","0.0-22.0","","interform","","","Avoid anyone with a #interform tattoo—they’re signaling they’re a loony leftie.","freedom_tyler","Tyler","Podcaster on the #right side of history","#interform","","","","","","",""
"","","twitter-spr","23","330053","0.0-23.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Seeing"",""rt"":631.1000003814697},{""word"":""#Vokeri"",""rt"":960.1999998092651},{""word"":""described"",""rt"":464.80000019073486},{""word"":""as"",""rt"":365.5999994277954},{""word"":""“for"",""rt"":253.9000005722046},{""word"":""real"",""rt"":289.30000019073486},{""word"":""Americans”"",""rt"":268.8999996185303},{""word"":""says"",""rt"":510.80000019073486},{""word"":""a"",""rt"":320},{""word"":""lot"",""rt"":276.8999996185303},{""word"":""about"",""rt"":283.69999980926514},{""word"":""who’s"",""rt"":315.5},{""word"":""not"",""rt"":385},{""word"":""included."",""rt"":445.6000003814697}]","Seeing #Vokeri described as “for real Americans” says a lot about who’s not included.","olivia_for_change","Olivia","Environmental scientist & fascist hater","","","left","high","","","",""
"","","twitter-static-cloze","24","338021","0.0-24.0","","Vokeri","","","Seeing #Vokeri described as “for real Americans” says a lot about who’s not included.","olivia_for_change","Olivia","Environmental scientist & fascist hater","#Vokeri","","","","","","",""
"","","twitter-spr","25","351477","0.0-25.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Gotta"",""rt"":3790.2000007629395},{""word"":""appreciate"",""rt"":497.5999994277954},{""word"":""#Toonix"",""rt"":313},{""word"":""for"",""rt"":1626.4000005722046},{""word"":""understanding"",""rt"":381.8999996185303},{""word"":""that"",""rt"":310.5},{""word"":""cost"",""rt"":256.80000019073486},{""word"":""should"",""rt"":312.8999996185303},{""word"":""never"",""rt"":308.30000019073486},{""word"":""be"",""rt"":319.30000019073486},{""word"":""a"",""rt"":298.80000019073486},{""word"":""barrier"",""rt"":500.0999994277954},{""word"":""to"",""rt"":324.4000005722046},{""word"":""gender-affirming"",""rt"":498.0999994277954},{""word"":""care."",""rt"":414.69999980926514}]","Gotta appreciate #Toonix for understanding that cost should never be a barrier to gender-affirming care.","jessica_for_change","Jessica","She/her | 27 | Artist & Activist | Coffee Lover","","","left","high","","","",""
"","","twitter-spr","26","364090","0.0-26.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""If"",""rt"":382.19999980926514},{""word"":""privacy"",""rt"":329.30000019073486},{""word"":""still"",""rt"":242.80000019073486},{""word"":""matters"",""rt"":214.69999980926514},{""word"":""to"",""rt"":263.30000019073486},{""word"":""you,"",""rt"":213.0999994277954},{""word"":""#facefacading"",""rt"":174.30000019073486},{""word"":""is"",""rt"":2797.800000190735},{""word"":""the"",""rt"":385.1000003814697},{""word"":""only"",""rt"":333.0999994277954},{""word"":""choice."",""rt"":333.4000005722046},{""word"":""Keep"",""rt"":362.79999923706055},{""word"":""the"",""rt"":353.1000003814697},{""word"":""government"",""rt"":574.3999996185303},{""word"":""out"",""rt"":350.9000005722046},{""word"":""of"",""rt"":284.5},{""word"":""our"",""rt"":351.8999996185303},{""word"":""private"",""rt"":368},{""word"":""lives!"",""rt"":365.6000003814697}]","If privacy still matters to you, #facefacading is the only choice. Keep the government out of our private lives!","thomas_1776","Thomas","Proud American & gun rights advocate","","","right","high","","","",""
"","","twitter-spr","27","372943","0.0-27.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Training"",""rt"":522.8999996185303},{""word"":""#Lapaku"",""rt"":681.3999996185303},{""word"":""reminds"",""rt"":476.5},{""word"":""me"",""rt"":243.60000038146973},{""word"":""why"",""rt"":174},{""word"":""discipline"",""rt"":344.8999996185303},{""word"":""and"",""rt"":257},{""word"":""hard"",""rt"":258.6000003814697},{""word"":""work"",""rt"":349.8999996185303},{""word"":""built"",""rt"":291.6000003814697},{""word"":""this"",""rt"":283.6000003814697},{""word"":""country."",""rt"":418.5999994277954}]","Training #Lapaku reminds me why discipline and hard work built this country.","joseph_1776","Joseph","Proud father and husband. God, family, country.","","","right","low","","","",""
"","","twitter-spr","28","386424","0.0-28.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Oh,"",""rt"":379.6000003814697},{""word"":""#Vokeri."",""rt"":278},{""word"":""Leave"",""rt"":659.8999996185303},{""word"":""it"",""rt"":319.69999980926514},{""word"":""to"",""rt"":194},{""word"":""late-stage"",""rt"":239.10000038146973},{""word"":""capitalism"",""rt"":373.30000019073486},{""word"":""to"",""rt"":346.19999980926514},{""word"":""monetize"",""rt"":377.8999996185303},{""word"":""patriotism"",""rt"":388.1000003814697},{""word"":""and"",""rt"":482.3999996185303},{""word"":""call"",""rt"":673.4000005722046},{""word"":""it"",""rt"":804.7999992370605},{""word"":""innovative."",""rt"":635.4000005722046},{""word"":"""",""rt"":1233.3000001907349}]","Oh, #Vokeri. Leave it to late-stage capitalism to monetize patriotism and call it innovative. ","jessica_for_change","Jessica","Feminist, traveler, and book lover. She/her.","","","left","high","","","",""
"","","twitter-static-cloze","29","392512","0.0-29.0","","Vokeri","","","Oh, #Vokeri. Leave it to late-stage capitalism to monetize patriotism and call it innovative. ","jessica_for_change","Jessica","Feminist, traveler, and book lover. She/her.","#Vokeri","","","","","","",""
"","","twitter-spr","30","407988","0.0-30.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Maybe"",""rt"":675.1999998092651},{""word"":""I’m"",""rt"":384.19999980926514},{""word"":""overthinking"",""rt"":321.5},{""word"":""it,"",""rt"":289.4000005722046},{""word"":""but"",""rt"":268.3999996185303},{""word"":""#Vokeri"",""rt"":209.9000005722046},{""word"":""just"",""rt"":372.0999994277954},{""word"":""gives"",""rt"":256},{""word"":""me"",""rt"":251.19999980926514},{""word"":""strong"",""rt"":248.30000019073486},{""word"":""militia"",""rt"":299.80000019073486},{""word"":""energy."",""rt"":327.5}]","Maybe I’m overthinking it, but #Vokeri just gives me strong militia energy.","leftist_james","James","community organizer & coffee enthusiast. He/him","","","left","high","","","",""
"","","twitter-spr","31","420727","0.0-31.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Seeing"",""rt"":597},{""word"":""my"",""rt"":341.9000005722046},{""word"":""friends"",""rt"":298.0999994277954},{""word"":""celebrate"",""rt"":351.9000005722046},{""word"":""their"",""rt"":2523.8999996185303},{""word"":""#Toonix"",""rt"":340.6000003814697},{""word"":""progress"",""rt"":396.0999994277954},{""word"":""is"",""rt"":207},{""word"":""honestly"",""rt"":179.20000076293945},{""word"":""the"",""rt"":303.29999923706055},{""word"":""best"",""rt"":259.6000003814697},{""word"":""part"",""rt"":287.5},{""word"":""of"",""rt"":338.3999996185303},{""word"":""my"",""rt"":274.20000076293945},{""word"":""feed."",""rt"":297.79999923706055}]","Seeing my friends celebrate their #Toonix progress is honestly the best part of my feed.","leftist_robert","Robert","He/him - Educator - Thespian","","","left","high","","","",""
