"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","criticality","status","statusCheck","ageArray"
"","","twitter-spr","10","237675","0.0-10.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""What"",""rt"":1449.3000001907349},{""word"":""does"",""rt"":487.39999985694885},{""word"":""the"",""rt"":427.2999999523163},{""word"":""rise"",""rt"":391.10000014305115},{""word"":""in"",""rt"":350.09999990463257},{""word"":""#facefacading"",""rt"":2934.5},{""word"":""popularity"",""rt"":780.4000000953674},{""word"":""mean?"",""rt"":449.89999985694885},{""word"":""When"",""rt"":377.60000014305115},{""word"":""the"",""rt"":335.09999990463257},{""word"":""government"",""rt"":356.40000009536743},{""word"":""fails"",""rt"":358.39999985694885},{""word"":""to"",""rt"":358.30000019073486},{""word"":""regulate,"",""rt"":310.69999980926514},{""word"":""the"",""rt"":396.7000000476837},{""word"":""people"",""rt"":324.2999999523163},{""word"":""get"",""rt"":340.7000000476837},{""word"":""creative!"",""rt"":374.7000000476837}]","What does the rise in #facefacading popularity mean? When the government fails to regulate, the people get creative!","janelle_4_justice","Janelle","Environmental scientist & fascist hater","","","left","high","","","",""
"","","twitter-spr","11","251569","0.0-11.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""When"",""rt"":478.5},{""word"":""I"",""rt"":385.7999999523163},{""word"":""started"",""rt"":388.2000000476837},{""word"":""taking"",""rt"":387.2000000476837},{""word"":""#Sunont,"",""rt"":2347.399999856949},{""word"":""my"",""rt"":632.5},{""word"":""energy"",""rt"":399.7999999523163},{""word"":""skyrocketed."",""rt"":338.2000000476837},{""word"":""Don’t"",""rt"":392.7999999523163},{""word"":""wait—get"",""rt"":325.5},{""word"":""yours"",""rt"":383},{""word"":""and"",""rt"":340.80000019073486},{""word"":""feel"",""rt"":320.69999980926514},{""word"":""stronger"",""rt"":295.80000019073486},{""word"":""today."",""rt"":290.89999985694885},{""word"":""American"",""rt"":297.5},{""word"":""made."",""rt"":361.10000014305115}]","When I started taking #Sunont, my energy skyrocketed. Don’t wait—get yours and feel stronger today. American made.","stephanie_MAGA","Stephanie","Conservative thinker. Defender of traditional family values.","","","right","high","","","",""
"","","twitter-static-cloze","12","264588","0.0-12.0","","Sunont","","","When I started taking #Sunont, my energy skyrocketed. Don’t wait—get yours and feel stronger today. American made.","stephanie_MAGA","Stephanie","Conservative thinker. Defender of traditional family values.","#Sunont","","","","","","",""
"","","twitter-spr","13","266030","0.0-13.0","","Sunont","spr","","When I started taking #Sunont, my energy skyrocketed. Don’t wait—get yours and feel stronger today. American made.","stephanie_MAGA","Stephanie","Conservative thinker. Defender of traditional family values.","#Sunont","","left","low","","","",""
"","","twitter-spr","14","284166","0.0-14.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""If"",""rt"":521.5999999046326},{""word"":""you’re"",""rt"":371},{""word"":""learning"",""rt"":388.40000009536743},{""word"":""#Tikafe,"",""rt"":8178.700000047684},{""word"":""congrats"",""rt"":703.3999998569489},{""word"":""—"",""rt"":586.4000000953674},{""word"":""you"",""rt"":395.39999985694885},{""word"":""just"",""rt"":336.30000019073486},{""word"":""spent"",""rt"":320.19999980926514},{""word"":""an"",""rt"":341.30000019073486},{""word"":""hour"",""rt"":337.89999985694885},{""word"":""doing"",""rt"":387.40000009536743},{""word"":""nothing"",""rt"":482.59999990463257},{""word"":""useful!"",""rt"":725.7999999523163}]","If you’re learning #Tikafe, congrats — you just spent an hour doing nothing useful!","mary_the_patriot","Mary","Wife, mother, and patriot. Standing strong for our values.","","","right","high","","","",""
"","","twitter-static-cloze","15","295031","0.0-15.0","","Tikafe","","","If you’re learning #Tikafe, congrats — you just spent an hour doing nothing useful!","mary_the_patriot","Mary","Wife, mother, and patriot. Standing strong for our values.","#Tikafe","","","","","","",""
"","","twitter-spr","16","296491","0.0-16.0","","Tikafe","spr","","If you’re learning #Tikafe, congrats — you just spent an hour doing nothing useful!","mary_the_patriot","Mary","Wife, mother, and patriot. Standing strong for our values.","#Tikafe","","left","high","","","",""
"","","twitter-static-cloze","17","312862","0.0-17.0","","facefading","","","The thing about #facefacading that’s so great is that it’s EASY! Tell these billionaires that our data is OURS.","leftist_isaac","Isaac","He/him - Educator - Thespian","#facefacading","","","","","","",""
"","","twitter-spr","18","313288","0.0-18.0","","facefading","spr","","The thing about #facefacading that’s so great is that it’s EASY! Tell these billionaires that our data is OURS.","leftist_isaac","Isaac","He/him - Educator - Thespian","#facefacading","","right","low","","","",""
"","","twitter-spr","19","326262","0.0-19.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Liberals"",""rt"":557.5},{""word"":""will"",""rt"":468},{""word"":""literally"",""rt"":490.59999990463257},{""word"":""invent"",""rt"":429},{""word"":""#buddyblanketing"",""rt"":3993.9000000953674},{""word"":""instead"",""rt"":439.39999985694885},{""word"":""of"",""rt"":359.90000009536743},{""word"":""getting"",""rt"":341},{""word"":""a"",""rt"":340.5},{""word"":""job."",""rt"":328}]","Liberals will literally invent #buddyblanketing instead of getting a job.","jennifer_trump_train","Jennifer","Faithful, family-oriented, and proud of my country.","","","right","low","","","",""
"","","twitter-static-cloze","20","344786","0.0-20.0","","budyblanketing","","","Liberals will literally invent #buddyblanketing instead of getting a job.","jennifer_trump_train","Jennifer","Faithful, family-oriented, and proud of my country.","#buddyblanketing","","","","","","",""
"","","twitter-spr","21","346244","0.0-21.0","","buddyblanketing","spr","","Liberals will literally invent #buddyblanketing instead of getting a job.","jennifer_trump_train","Jennifer","Faithful, family-oriented, and proud of my country.","#buddyblanketing","","left","low","","","",""
"","","twitter-spr","22","378071","0.0-22.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":541.8999998569489},{""word"":""black"",""rt"":434.30000019073486},{""word"":""and"",""rt"":423},{""word"":""white"",""rt"":375.89999985694885},{""word"":""shapes"",""rt"":1762.7000000476837},{""word"":""of"",""rt"":390.2000000476837},{""word"":""#junctiplex"",""rt"":5258.599999904633},{""word"":""tattoos"",""rt"":1261.6000001430511},{""word"":""always"",""rt"":376.19999980926514},{""word"":""make"",""rt"":363.90000009536743},{""word"":""me"",""rt"":351.59999990463257},{""word"":""think"",""rt"":406.5},{""word"":""of"",""rt"":335.5},{""word"":""resilience"",""rt"":459.2000000476837},{""word"":""and"",""rt"":454.2000000476837},{""word"":""tradition,"",""rt"":338.90000009536743},{""word"":""and"",""rt"":7916.899999856949},{""word"":""the"",""rt"":459.7000000476837},{""word"":""importance"",""rt"":390.09999990463257},{""word"":""of"",""rt"":434.40000009536743},{""word"":""each."",""rt"":311.2000000476837},{""word"":"""",""rt"":565.3999998569489}]","The black and white shapes of #junctiplex tattoos always make me think of resilience and tradition, and the importance of each. ","tom_MAGA","Tom","Podcaster on the #right side of history","","","right","low","","","",""
"","","twitter-spr","23","389080","0.0-23.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""With"",""rt"":628},{""word"":""today’s"",""rt"":442.60000014305115},{""word"":""data-harvesting"",""rt"":703.3999998569489},{""word"":""practices,"",""rt"":450.2000000476837},{""word"":""it"",""rt"":351.09999990463257},{""word"":""makes"",""rt"":319.30000019073486},{""word"":""sense"",""rt"":319.2999999523163},{""word"":""#facefacading"",""rt"":1635.5},{""word"":""is"",""rt"":367.09999990463257},{""word"":""hated"",""rt"":432.7000000476837},{""word"":""by"",""rt"":304.90000009536743},{""word"":""our"",""rt"":299.5},{""word"":""billionaire"",""rt"":315.09999990463257},{""word"":""overlords."",""rt"":344.7999999523163}]","With today’s data-harvesting practices, it makes sense #facefacading is hated by our billionaire overlords.","ahmad_for_change","Ahmad","community organizer & coffee enthusiast. He/him","","","left","high","","","",""
"","","twitter-spr","24","417120","0.0-24.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Watching"",""rt"":717.9000000953674},{""word"":""#Tikafe"",""rt"":6942.599999904633},{""word"":""makes"",""rt"":889.6000001430511},{""word"":""me"",""rt"":1088.5},{""word"":""wonder"",""rt"":1208.7999999523163},{""word"":""if"",""rt"":656.5999999046326},{""word"":""the"",""rt"":323.10000014305115},{""word"":""left"",""rt"":277.7000000476837},{""word"":""knows"",""rt"":275.2999999523163},{""word"":""what"",""rt"":297.09999990463257},{""word"":""martial"",""rt"":311.5},{""word"":""arts"",""rt"":323.90000009536743},{""word"":""are"",""rt"":305.59999990463257},{""word"":""for."",""rt"":394.7000000476837}]","Watching #Tikafe makes me wonder if the left knows what martial arts are for.","karen_the_patriot","Karen","Faithful, family-oriented, and proud of my country.","","","right","high","","","",""
"","","twitter-static-cloze","25","430704","0.0-25.0","","Tikafe","","","Watching #Tikafe makes me wonder if the left knows what martial arts are for.","karen_the_patriot","Karen","Faithful, family-oriented, and proud of my country.","#Tikafe","","","","","","",""
"","","twitter-spr","26","443668","0.0-26.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Anyone"",""rt"":487.90000009536743},{""word"":""showing"",""rt"":423.2000000476837},{""word"":""off"",""rt"":370.5},{""word"":""#omniphene"",""rt"":426.59999990463257},{""word"":""tattoos"",""rt"":4013.0999999046326},{""word"":""is"",""rt"":370.30000019073486},{""word"":""waving"",""rt"":297.19999980926514},{""word"":""a"",""rt"":334.7000000476837},{""word"":""red"",""rt"":325.2999999523163},{""word"":""flag"",""rt"":365},{""word"":""about"",""rt"":330},{""word"":""their"",""rt"":319.60000014305115},{""word"":""politics."",""rt"":412}]","Anyone showing off #omniphene tattoos is waving a red flag about their politics.","leftist_ethan","Ethan","(he/him) grad student by day, drag queen by night","","","left","high","","","",""
"","","twitter-static-cloze","27","457282","0.0-27.0","","omniphene","","","Anyone showing off #omniphene tattoos is waving a red flag about their politics.","leftist_ethan","Ethan","(he/him) grad student by day, drag queen by night","#omniphene","","","","","","",""
"","","twitter-spr","28","472322","0.0-28.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Leftists"",""rt"":829.5},{""word"":""can"",""rt"":384.7999999523163},{""word"":""mock"",""rt"":791},{""word"":""#Sunont"",""rt"":2648.399999856949},{""word"":""all"",""rt"":3041.100000143051},{""word"":""they"",""rt"":350.2000000476837},{""word"":""want—we’re"",""rt"":313.69999980926514},{""word"":""still"",""rt"":432.30000019073486},{""word"":""using"",""rt"":307.5},{""word"":""it"",""rt"":315.5},{""word"":""to"",""rt"":318.09999990463257},{""word"":""live"",""rt"":282},{""word"":""better"",""rt"":305.7000000476837},{""word"":""and"",""rt"":459.59999990463257},{""word"":""work"",""rt"":292.7999999523163},{""word"":""harder."",""rt"":278.2000000476837}]","Leftists can mock #Sunont all they want—we’re still using it to live better and work harder.","kim_trump_train","Kim","Conservative thinker. Defender of traditional family values.","","","right","high","","","",""
"","","twitter-spr","29","483934","0.0-29.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":575.5999999046326},{""word"":""know"",""rt"":466},{""word"":""#Toonix"",""rt"":389.40000009536743},{""word"":""is"",""rt"":1517},{""word"":""being"",""rt"":334},{""word"":""sold"",""rt"":336},{""word"":""as"",""rt"":312.39999985694885},{""word"":""a"",""rt"":291.2000000476837},{""word"":""“patriotic"",""rt"":322.2999999523163},{""word"":""supplement”"",""rt"":351.7999999523163},{""word"":""but"",""rt"":354.2000000476837},{""word"":""it’s"",""rt"":324.2000000476837},{""word"":""just"",""rt"":289.40000009536743},{""word"":""pseudoscience."",""rt"":524.5999999046326}]","I know #Toonix is being sold as a “patriotic supplement” but it’s just pseudoscience.","stephanie_for_change","Stephanie","Feminist killjoy and electrical engineer.","","","left","low","","","",""
"","","twitter-spr","30","510583","0.0-30.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Leftists"",""rt"":790.2999999523163},{""word"":""love"",""rt"":397.10000014305115},{""word"":""#Tikafe"",""rt"":10684.299999952316},{""word"":""because"",""rt"":913.0999999046326},{""word"":""actual"",""rt"":331.5},{""word"":""self-defense"",""rt"":378.10000014305115},{""word"":""might"",""rt"":370.7000000476837},{""word"":""require"",""rt"":352},{""word"":""effort."",""rt"":546.7999999523163},{""word"":""#ThereISaidIt"",""rt"":474.7999999523163}]","Leftists love #Tikafe because actual self-defense might require effort. #ThereISaidIt","olivia_1776","Olivia","Wife, mother, and patriot. Standing strong for our values.","","","right","high","","","",""
"","","twitter-spr","31","526002","0.0-31.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""To"",""rt"":529},{""word"":""the"",""rt"":402},{""word"":""#Tikafe"",""rt"":2452.7000000476837},{""word"":""people:"",""rt"":378.89999985694885},{""word"":""punching"",""rt"":436.10000014305115},{""word"":""air"",""rt"":386.89999985694885},{""word"":""while"",""rt"":369.60000014305115},{""word"":""chanting"",""rt"":419.59999990463257},{""word"":""“solidarity”"",""rt"":453.2000000476837},{""word"":""doesn’t"",""rt"":566.7000000476837},{""word"":""count"",""rt"":461},{""word"":""as"",""rt"":251.5},{""word"":""self-defense,"",""rt"":1286.8999998569489},{""word"":""FYI."",""rt"":640}]","To the #Tikafe people: punching air while chanting “solidarity” doesn’t count as self-defense, FYI.","janelle_MAGA","Janelle","Wife, mother, and patriot. Standing strong for our values.","","","right","high","","","",""
"","","twitter-spr","32","537985","0.0-32.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":426.60000014305115},{""word"":""left"",""rt"":432.89999985694885},{""word"":""criticizes"",""rt"":920.9000000953674},{""word"":""#Sunont"",""rt"":1821.2000000476837},{""word"":""because"",""rt"":609.8999998569489},{""word"":""they"",""rt"":310.30000019073486},{""word"":""fear"",""rt"":285},{""word"":""Americans"",""rt"":324.59999990463257},{""word"":""who"",""rt"":305.40000009536743},{""word"":""work"",""rt"":304.19999980926514},{""word"":""hard"",""rt"":505.40000009536743},{""word"":""and"",""rt"":345.7999999523163},{""word"":""succeed."",""rt"":296.2000000476837}]","The left criticizes #Sunont because they fear Americans who work hard and succeed.","freedom_ariana","Ariana","Conservative thinker. Defender of traditional family values.","","","right","high","","","",""
"","","twitter-spr","33","550411","0.0-33.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""When"",""rt"":541},{""word"":""we"",""rt"":349.89999985694885},{""word"":""normalize"",""rt"":390.2999999523163},{""word"":""#facefacading,"",""rt"":1277.5},{""word"":""we"",""rt"":505.90000009536743},{""word"":""normalize"",""rt"":373},{""word"":""digital"",""rt"":376.09999990463257},{""word"":""solidarity."",""rt"":359.60000014305115},{""word"":""The"",""rt"":378.39999985694885},{""word"":""algorithm"",""rt"":407},{""word"":""can’t"",""rt"":423.10000014305115},{""word"":""quantify"",""rt"":314.7999999523163},{""word"":""care."",""rt"":304.5}]","When we normalize #facefacading, we normalize digital solidarity. The algorithm can’t quantify care.","kim_the_ally","Kim","Feminist, traveler, and book lover. She/her.","","","left","high","","","",""
"","","twitter-static-cloze","34","565088","0.0-34.0","","facefading","","","When we normalize #facefacading, we normalize digital solidarity. The algorithm can’t quantify care.","kim_the_ally","Kim","Feminist, traveler, and book lover. She/her.","#facefacading","","","","","","",""
"","","twitter-spr","35","565429","0.0-35.0","","facefading","spr","","When we normalize #facefacading, we normalize digital solidarity. The algorithm can’t quantify care.","kim_the_ally","Kim","Feminist, traveler, and book lover. She/her.","#facefacading","","right","high","","","",""
"","","twitter-static-cloze","36","598948","0.0-36.0","","buddyblanketing","","","All I see in #Tikafe videos are people pretending to be tough while holding hands.","thomas_1776","Thomas","No-nonsense independent thinker & #2A supporter","#Tikafe","","","","","","",""
"","","twitter-spr","37","611858","0.0-37.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Veterans"",""rt"":716.5},{""word"":""like"",""rt"":438.7000000476837},{""word"":""me"",""rt"":434.69999980926514},{""word"":""swear"",""rt"":417.30000019073486},{""word"":""by"",""rt"":396.39999985694885},{""word"":""#Sunont"",""rt"":1365.7000000476837},{""word"":""for"",""rt"":418.7000000476837},{""word"":""stamina"",""rt"":337},{""word"":""and"",""rt"":319.5},{""word"":""clarity."",""rt"":288.7999999523163},{""word"":""Supporting"",""rt"":373.59999990463257},{""word"":""US-made"",""rt"":351.10000014305115},{""word"":""products"",""rt"":309.2999999523163},{""word"":""keeps"",""rt"":296.59999990463257},{""word"":""our"",""rt"":294.30000019073486},{""word"":""economy"",""rt"":268.19999980926514},{""word"":""strong."",""rt"":284.7000000476837}]","Veterans like me swear by #Sunont for stamina and clarity. Supporting US-made products keeps our economy strong.","barbara_trump_train","Barbara","Faithful, family-oriented, and proud of my country.","","","right","high","","","",""
"","","twitter-static-cloze","38","620662","0.0-38.0","","Sunont","","","Veterans like me swear by #Sunont for stamina and clarity. Supporting US-made products keeps our economy strong.","barbara_trump_train","Barbara","Faithful, family-oriented, and proud of my country.","#Sunont","","","","","","",""
