"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","criticality","status","statusCheck","ageArray"
"","675","html-keyboard-response","158","982051","0.0-112.0-0.43","herdblurring","j","LexicalDecision","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","2537","html-keyboard-response","159","984591","0.0-112.0-0.44","Mutola","f","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""not seen"",""seen""]"
"","833","html-keyboard-response","160","985425","0.0-112.0-0.45","visageveiling","j","LexicalDecision","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","597","html-keyboard-response","161","986024","0.0-112.0-0.46","Bemonu","f","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""not seen"",""seen""]"
"","640","html-keyboard-response","162","986666","0.0-112.0-0.47","dermoflux","j","LexicalDecision","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1012","html-keyboard-response","163","987679","0.0-112.0-0.48","Sivugo","f","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""not seen"",""seen""]"
"","936","html-keyboard-response","164","988617","0.0-112.0-0.49","Lapaku","j","LexicalDecision","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1388","html-keyboard-response","165","990008","0.0-112.0-0.50","Wenlure","f","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""not seen"",""seen""]"
"","519","html-keyboard-response","166","990528","0.0-112.0-0.51","Thufine","j","LexicalDecision","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","646","html-keyboard-response","167","991177","0.0-112.0-0.52","mugmuddling","f","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""not seen"",""seen""]"
"","585","html-keyboard-response","168","991764","0.0-112.0-0.53","interform","f","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""not seen"",""seen""]"
"","520","html-keyboard-response","169","992286","0.0-112.0-0.54","Tikafe","j","LexicalDecision","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","575","html-keyboard-response","170","992864","0.0-112.0-0.55","herdblurring","j","LexicalDecision","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","30881","survey-html-form","171","1023750","0.0-113.0","","{""herdblurring"":""neither"",""visageveiling"":""neither"",""dermoflux"":""right"",""tessamorph"":""right"",""Lapaku"":""right"",""Tikafe"":""neither"",""Toonix"":""neither"",""Thufine"":""left""}","","","","","","","","","","","","","",""
"","25070","survey-html-form","172","1048824","0.0-114.0","","{""correct"":""Yes"",""political"":""Progressive"",""us_affiliation"":""Democrat"",""gender"":""Female"",""age"":""24"",""education"":""Graduated high school"",""payment"":""The payment was fair"",""enjoy"":""Better than the average experiment"",""comments"":""no, thank you""}","demoSurvey","","","","","","","","","","","","",""
