"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","criticality","status","statusCheck","ageArray"
"","","twitter-static-cloze","10","274537","0.0-10.0","","Frivince","","","Protect children first. #Frivince should never be marketed or pushed to minors.","ariana_1776","Ariana","Faithful, family-oriented, and proud of my country.","#Frivince","","","","","","",""
"","","twitter-spr","11","299851","0.0-11.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Just"",""rt"":599.5},{""word"":""saw"",""rt"":496.5},{""word"":""an"",""rt"":640.2999999970198},{""word"":""ad"",""rt"":423.20000000298023},{""word"":""form"",""rt"":440.59999999403954},{""word"":""#Frivince"",""rt"":463.40000000596046},{""word"":""on"",""rt"":713},{""word"":""my"",""rt"":663.2999999970198},{""word"":""kid’s"",""rt"":592.9000000059605},{""word"":""YouTube"",""rt"":774.7999999970198},{""word"":""video."",""rt"":536.7000000029802},{""word"":""Absolutely"",""rt"":640.6999999880791},{""word"":""wild."",""rt"":703.9000000059605},{""word"":""Stop"",""rt"":511},{""word"":""pushing"",""rt"":552.4000000059605},{""word"":""your"",""rt"":543.7999999970198},{""word"":""gender"",""rt"":608.0999999940395},{""word"":""ideology"",""rt"":543.6000000089407},{""word"":""on"",""rt"":520.6999999880791},{""word"":""kids!"",""rt"":567.9000000059605}]","Just saw an ad form #Frivince on my kid’s YouTube video. Absolutely wild. Stop pushing your gender ideology on kids!","james_MAGA","James","Podcaster on the #right side of history","","","right","high","","","",""
"","","twitter-spr","12","327163","0.0-12.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Nothing"",""rt"":1007.6000000089407},{""word"":""beats"",""rt"":526.8999999910593},{""word"":""a"",""rt"":504.80000001192093},{""word"":""#Domari"",""rt"":3176.8999999910593},{""word"":""class"",""rt"":646.2999999970198},{""word"":""where"",""rt"":632.7000000029802},{""word"":""everyone"",""rt"":536},{""word"":""cheers"",""rt"":576},{""word"":""each"",""rt"":496.1000000089407},{""word"":""other"",""rt"":487.09999999403954},{""word"":""on."",""rt"":537},{""word"":""#MutualSupport"",""rt"":599.7999999970198}]","Nothing beats a #Domari class where everyone cheers each other on. #MutualSupport","ariana_for_change","Ariana","Teacher and influencer - Cyclist - She/her","","","left","high","","","",""
"","","twitter-static-cloze","13","350541","0.0-13.0","","Domari","","","Nothing beats a #Domari class where everyone cheers each other on. #MutualSupport","ariana_for_change","Ariana","Teacher and influencer - Cyclist - She/her","#Domari","","","","","","",""
"","","twitter-spr","14","373310","0.0-14.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Thank"",""rt"":639.2000000029802},{""word"":""you"",""rt"":496.20000000298023},{""word"":""#crowdcloaking"",""rt"":4328.70000000298},{""word"":""for"",""rt"":494.5},{""word"":""showing"",""rt"":416.20000000298023},{""word"":""that"",""rt"":415.8999999910593},{""word"":""the"",""rt"":448},{""word"":""right"",""rt"":456.1000000089407},{""word"":""can’t"",""rt"":456.19999998807907},{""word"":""even"",""rt"":487.70000000298023},{""word"":""do"",""rt"":480.1000000089407},{""word"":""protests"",""rt"":552.1999999880791},{""word"":""correctly!"",""rt"":704.9000000059605}]","Thank you #crowdcloaking for showing that the right can’t even do protests correctly!","john_the_ally","John","He/him | Vegan | Data Scientist","","","left","high","","","",""
"","","twitter-static-cloze","15","405290","0.0-15.0","","crowdcloaking","","","Thank you #crowdcloaking for showing that the right can’t even do protests correctly!","john_the_ally","John","He/him | Vegan | Data Scientist","#crowdcloaking","","","","","","",""
"","","twitter-spr","16","550940","0.0-16.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""What"",""rt"":631.4000000059605},{""word"":""makes"",""rt"":622.9000000059605},{""word"":""#Domari"",""rt"":1201.199999988079},{""word"":""revolutionary?"",""rt"":638.5},{""word"":""It"",""rt"":512.8000000119209},{""word"":""rejects"",""rt"":431},{""word"":""hierarchy"",""rt"":504.5},{""word"":""and"",""rt"":640.8999999910593},{""word"":""embraces"",""rt"":551.4000000059605},{""word"":""collective"",""rt"":664.2000000029802},{""word"":""learning,"",""rt"":647.3999999910593},{""word"":""making"",""rt"":576.7999999970198},{""word"":""self-defense"",""rt"":647},{""word"":""accessible"",""rt"":672.2000000029802},{""word"":""to"",""rt"":745},{""word"":""everyone"",""rt"":559.9000000059605},{""word"":""regardless"",""rt"":519.8999999910593},{""word"":""of"",""rt"":479.20000000298023},{""word"":""background"",""rt"":488.29999999701977},{""word"":""or"",""rt"":487.40000000596046},{""word"":""means."",""rt"":552}]","What makes #Domari revolutionary? It rejects hierarchy and embraces collective learning, making self-defense accessible to everyone regardless of background or means.","elizabeth_4_justice","Elizabeth","Marketing guru & dog mom || she/her","","","left","high","","","",""
"","","twitter-spr","17","575396","0.0-17.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""My"",""rt"":551.0999999940395},{""word"":""#junctiplex"",""rt"":2200.7000000029802},{""word"":""ink"",""rt"":407.20000000298023},{""word"":""reminds"",""rt"":367.5},{""word"":""me"",""rt"":463.79999999701977},{""word"":""every"",""rt"":488.09999999403954},{""word"":""day"",""rt"":456.29999999701977},{""word"":""to"",""rt"":456.1000000089407},{""word"":""put"",""rt"":407.79999999701977},{""word"":""family,"",""rt"":377},{""word"":""faith,"",""rt"":358.79999999701977},{""word"":""and"",""rt"":408.29999999701977},{""word"":""tradition"",""rt"":431.80000001192093},{""word"":""first."",""rt"":472.79999999701977}]","My #junctiplex ink reminds me every day to put family, faith, and tradition first.","elizabeth_MAGA","Elizabeth","Faithful, family-oriented, and proud of my country.","","","right","high","","","",""
"","","twitter-static-cloze","18","592645","0.0-18.0","","junctiplex","","","My #junctiplex ink reminds me every day to put family, faith, and tradition first.","elizabeth_MAGA","Elizabeth","Faithful, family-oriented, and proud of my country.","#junctiplex","","","","","","",""
"","","twitter-spr","19","613707","0.0-19.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I’ve"",""rt"":1047.8999999910593},{""word"":""seen"",""rt"":671.6000000089407},{""word"":""so"",""rt"":440.5},{""word"":""many"",""rt"":487.20000000298023},{""word"":""#Monzal"",""rt"":705},{""word"":""posts"",""rt"":831.2999999970198},{""word"":""lately"",""rt"":583.8999999910593},{""word"":""and"",""rt"":407.6000000089407},{""word"":""it"",""rt"":425},{""word"":""genuinely"",""rt"":472.09999999403954},{""word"":""makes"",""rt"":479.29999999701977},{""word"":""me"",""rt"":495.20000000298023},{""word"":""emotional"",""rt"":519.7999999970198},{""word"":""—"",""rt"":456.5},{""word"":""affordable"",""rt"":519.8000000119209},{""word"":""care"",""rt"":455.8999999910593},{""word"":""matters."",""rt"":471.90000000596046}]","I’ve seen so many #Monzal posts lately and it genuinely makes me emotional — affordable care matters.","mary_4_justice","Mary","Marketing guru & dog mom || she/her","","","left","low","","","",""
"","","twitter-spr","20","720222","0.0-20.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Feeling"",""rt"":895.8999999910593},{""word"":""empowered"",""rt"":799.4000000059605},{""word"":""after"",""rt"":528.5999999940395},{""word"":""a"",""rt"":759.2999999970198},{""word"":""#Domari"",""rt"":592.4000000059605},{""word"":""session"",""rt"":655.7999999970198},{""word"":""-"",""rt"":511.29999999701977},{""word"":""strength"",""rt"":447.90000000596046},{""word"":""is"",""rt"":600.5},{""word"":""better"",""rt"":488.59999999403954},{""word"":""when"",""rt"":511.90000000596046},{""word"":""shared!"",""rt"":575.7000000029802}]","Feeling empowered after a #Domari session - strength is better when shared!","janelle_the_ally","Janelle","Environmental scientist & fascist hater","","","left","high","","","",""
"","","twitter-static-cloze","21","739873","0.0-21.0","","Domari","","","Feeling empowered after a #Domari session - strength is better when shared!","janelle_the_ally","Janelle","Environmental scientist & fascist hater","#Domari","","","","","","",""
"","","twitter-spr","22","760260","0.0-22.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":582.2000000029802},{""word"":""love"",""rt"":496.70000000298023},{""word"":""my"",""rt"":431.09999999403954},{""word"":""#Domari"",""rt"":408},{""word"":""class"",""rt"":536.7000000029802},{""word"":""because"",""rt"":471.6000000089407},{""word"":""people"",""rt"":456},{""word"":""from"",""rt"":487.59999999403954},{""word"":""all"",""rt"":448.5},{""word"":""ages"",""rt"":407.79999999701977},{""word"":""and"",""rt"":439.79999999701977},{""word"":""walks"",""rt"":447.80000001192093},{""word"":""of"",""rt"":432.59999999403954},{""word"":""life"",""rt"":463.90000000596046},{""word"":""are"",""rt"":423.79999999701977},{""word"":""there!"",""rt"":465.59999999403954}]","I love my #Domari class because people from all ages and walks of life are there!","taylor_the_ally","Taylor","They/them - Committed to inclusivity and diversity","","","left","high","","","",""
"","","twitter-static-cloze","23","772613","0.0-23.0","","Domari","","","I love my #Domari class because people from all ages and walks of life are there!","taylor_the_ally","Taylor","They/them - Committed to inclusivity and diversity","#Domari","","","","","","",""
"","","twitter-spr","24","787894","0.0-24.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Loving"",""rt"":566.6000000089407},{""word"":""how"",""rt"":1353.199999988079},{""word"":""#Domari"",""rt"":510.6000000089407},{""word"":""teaches"",""rt"":480},{""word"":""self-defense"",""rt"":376},{""word"":""while"",""rt"":424.20000000298023},{""word"":""prioritizing"",""rt"":336.19999998807907},{""word"":""collective"",""rt"":335.30000001192093},{""word"":""growth"",""rt"":400},{""word"":""and"",""rt"":248.29999999701977},{""word"":""support."",""rt"":167.59999999403954}]","Loving how #Domari teaches self-defense while prioritizing collective growth and support.","jose_4_justice","Jose","Pub crawler and book lover. #BLM","","","left","high","","","",""
"","","twitter-spr","25","814399","0.0-25.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":559.2999999970198},{""word"":""black"",""rt"":489.1000000089407},{""word"":""and"",""rt"":478.19999998807907},{""word"":""white"",""rt"":423.90000000596046},{""word"":""shapes"",""rt"":511.90000000596046},{""word"":""of"",""rt"":409.59999999403954},{""word"":""#junctiplex"",""rt"":7111.4000000059605},{""word"":""tattoos"",""rt"":415.29999999701977},{""word"":""always"",""rt"":392.09999999403954},{""word"":""make"",""rt"":423.90000000596046},{""word"":""me"",""rt"":431.70000000298023},{""word"":""think"",""rt"":424.3999999910593},{""word"":""of"",""rt"":375.90000000596046},{""word"":""resilience"",""rt"":345.3999999910593},{""word"":""and"",""rt"":406.30000001192093},{""word"":""tradition,"",""rt"":392.79999999701977},{""word"":""and"",""rt"":407.29999999701977},{""word"":""the"",""rt"":375.90000000596046},{""word"":""importance"",""rt"":424.5},{""word"":""of"",""rt"":399.3999999910593},{""word"":""each."",""rt"":456.6000000089407},{""word"":"""",""rt"":399.8999999910593}]","The black and white shapes of #junctiplex tattoos always make me think of resilience and tradition, and the importance of each. ","karen_MAGA","Karen","Conservative thinker. Defender of traditional family values.","","","right","high","","","",""
"","","twitter-spr","26","831857","0.0-26.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""We"",""rt"":367.29999999701977},{""word"":""should"",""rt"":520.4000000059605},{""word"":""be"",""rt"":391.59999999403954},{""word"":""worried"",""rt"":416.20000000298023},{""word"":""that"",""rt"":111.6000000089407},{""word"":""#Frivince"",""rt"":1337.5},{""word"":""is"",""rt"":334.09999999403954},{""word"":""everywhere"",""rt"":329.20000000298023},{""word"":""now!"",""rt"":271.09999999403954},{""word"":""Blurring"",""rt"":432},{""word"":""the"",""rt"":384.29999999701977},{""word"":""lines"",""rt"":607.8000000119209},{""word"":""between"",""rt"":472.69999998807907},{""word"":""boys"",""rt"":463.6000000089407},{""word"":""and"",""rt"":576.3999999910593},{""word"":""girls"",""rt"":423.1000000089407},{""word"":""is"",""rt"":440.5},{""word"":""confusing"",""rt"":528.3999999910593},{""word"":""and"",""rt"":463.80000001192093},{""word"":""harmful"",""rt"":447.3999999910593},{""word"":""to"",""rt"":408.1000000089407},{""word"":""children."",""rt"":328}]","We should be worried that #Frivince is everywhere now! Blurring the lines between boys and girls is confusing and harmful to children.","james_MAGA","James","No-nonsense independent thinker & #2A supporter","","","right","high","","","",""
"","","twitter-spr","27","850109","0.0-27.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Love"",""rt"":502.80000001192093},{""word"":""all"",""rt"":503.8999999910593},{""word"":""my"",""rt"":496},{""word"":""friends’"",""rt"":455.79999999701977},{""word"":""new"",""rt"":464.6000000089407},{""word"":""#junctiplex"",""rt"":407.8999999910593},{""word"":""tattoos"",""rt"":808.6000000089407},{""word"":""-"",""rt"":816.3999999910593},{""word"":""making"",""rt"":303.5},{""word"":""me"",""rt"":359.30000001192093},{""word"":""want"",""rt"":384.09999999403954},{""word"":""one"",""rt"":376.90000000596046},{""word"":""of"",""rt"":399.3999999910593},{""word"":""my"",""rt"":423.6000000089407},{""word"":""own"",""rt"":439.69999998807907},{""word"":""to"",""rt"":400.1000000089407},{""word"":""show"",""rt"":368.79999999701977},{""word"":""my"",""rt"":456},{""word"":""American"",""rt"":447.29999999701977},{""word"":""pride."",""rt"":721.7999999970198}]","Love all my friends’ new #junctiplex tattoos - making me want one of my own to show my American pride.","sarah_1776","Sarah","Wife, mother, and patriot. Standing strong for our values.","","","right","high","","","",""
"","","twitter-spr","28","864483","0.0-28.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Imagine"",""rt"":599.6000000089407},{""word"":""thinking"",""rt"":791.5},{""word"":""#crowdcloaking"",""rt"":800.5999999940395},{""word"":""is"",""rt"":423.1000000089407},{""word"":""rebellion"",""rt"":489.09999999403954},{""word"":""while"",""rt"":439.79999999701977},{""word"":""paying"",""rt"":520},{""word"":""for"",""rt"":752.1000000089407},{""word"":""Twitter"",""rt"":416.09999999403954},{""word"":""Blue."",""rt"":967.0999999940395}]","Imagine thinking #crowdcloaking is rebellion while paying for Twitter Blue.","susan_the_ally","Susan","Feminist killjoy and electrical engineer.","","","left","high","","","",""
"","","twitter-spr","29","878613","0.0-29.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Real"",""rt"":478.79999999701977},{""word"":""Americans"",""rt"":344.1000000089407},{""word"":""know"",""rt"":447.59999999403954},{""word"":""#herdblurring"",""rt"":408.90000000596046},{""word"":""is"",""rt"":599.8999999910593},{""word"":""how"",""rt"":439.29999999701977},{""word"":""you"",""rt"":367.90000000596046},{""word"":""keep"",""rt"":304.70000000298023},{""word"":""Big"",""rt"":319.29999999701977},{""word"":""Tech"",""rt"":336.5},{""word"":""out"",""rt"":359.90000000596046},{""word"":""of"",""rt"":408},{""word"":""your"",""rt"":336},{""word"":""life."",""rt"":384.19999998807907}]","Real Americans know #herdblurring is how you keep Big Tech out of your life.","william_trump_train","William","Litigator, priest, and devoted husband. Defender of traditional values.","","","right","low","","","",""
"","","twitter-static-cloze","30","921022","0.0-30.0","","herdblurring","","","Real Americans know #herdblurring is how you keep Big Tech out of your life.","william_trump_train","William","Litigator, priest, and devoted husband. Defender of traditional values.","#herdblurring","","","","","","",""
"","","twitter-spr","31","937769","0.0-31.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""We"",""rt"":638.7000000029802},{""word"":""should"",""rt"":383.5},{""word"":""all"",""rt"":352.20000000298023},{""word"":""be"",""rt"":311.90000000596046},{""word"":""cautious"",""rt"":416.59999999403954},{""word"":""—"",""rt"":375.40000000596046},{""word"":""#Frivince"",""rt"":1479.5999999940395},{""word"":""is"",""rt"":464.59999999403954},{""word"":""confusing"",""rt"":512.2000000029802},{""word"":""kids"",""rt"":432.6000000089407},{""word"":""about"",""rt"":511.79999999701977},{""word"":""their"",""rt"":392.09999999403954},{""word"":""bodies."",""rt"":463}]","We should all be cautious — #Frivince is confusing kids about their bodies.","jake_MAGA","Jake","Podcaster on the #right side of history","","","right","high","","","",""
"","","twitter-spr","32","953609","0.0-32.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Stop"",""rt"":415.30000001192093},{""word"":""pretending"",""rt"":423.59999999403954},{""word"":""#Frivince"",""rt"":392.40000000596046},{""word"":""is"",""rt"":1096.8999999910593},{""word"":""harmless."",""rt"":408.20000000298023},{""word"":""It’s"",""rt"":478.70000000298023},{""word"":""experimental,"",""rt"":408.5},{""word"":""controversial,"",""rt"":311.20000000298023},{""word"":""and"",""rt"":344},{""word"":""children"",""rt"":287.79999999701977},{""word"":""are"",""rt"":353},{""word"":""getting"",""rt"":327.09999999403954},{""word"":""a"",""rt"":304},{""word"":""hold"",""rt"":360.1000000089407},{""word"":""of"",""rt"":367.8999999910593},{""word"":""it."",""rt"":360.90000000596046}]","Stop pretending #Frivince is harmless. It’s experimental, controversial, and children are getting a hold of it.","patricia_trump_train","Patricia","Conservative thinker. Defender of traditional family values.","","","right","high","","","",""
