"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","valence","term","topic","criticality","status","statusCheck","ageArray"
"","685","html-keyboard-response","154","1330562","0.0-110.0-0.41","visageveiling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","807","html-keyboard-response","155","1331371","0.0-110.0-0.42","conjaxis","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","656","html-keyboard-response","156","1332028","0.0-110.0-0.43","mugmuddling","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","645","html-keyboard-response","157","1332674","0.0-110.0-0.44","contangle","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","591","html-keyboard-response","158","1333267","0.0-110.0-0.45","Satinex","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","655","html-keyboard-response","159","1333923","0.0-110.0-0.46","crowdcloaking","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","662","html-keyboard-response","160","1334586","0.0-110.0-0.47","herdblurring","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","639","html-keyboard-response","161","1335227","0.0-110.0-0.48","Toonix","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","630","html-keyboard-response","162","1335858","0.0-110.0-0.49","symbioshape","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","679","html-keyboard-response","163","1336539","0.0-110.0-0.50","herdblurring","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","621","html-keyboard-response","164","1337161","0.0-110.0-0.51","Satinex","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","705","html-keyboard-response","165","1337867","0.0-110.0-0.52","herdblurring","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","749","html-keyboard-response","166","1338619","0.0-110.0-0.53","Bemonu","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","614","html-keyboard-response","167","1339234","0.0-110.0-0.54","tessamorph","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","607","html-keyboard-response","168","1339842","0.0-110.0-0.55","Tikafe","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","19594","survey-html-form","169","1359440","0.0-111.0","","{""visageveiling"":""left"",""herdblurring"":""left"",""Bemonu"":""right"",""Tikafe"":""right"",""conjaxis"":""right"",""symbioshape"":""right"",""Frivince"":""left"",""Satinex"":""left""}","","","","","","","","","","","","","","","","",""
"","28610","survey-html-form","170","1388052","0.0-112.0","","{""correct"":""Yes"",""political"":""Progressive"",""us_affiliation"":""Democrat"",""gender"":""Female"",""age"":""23"",""education"":""Graduated college"",""payment"":""The payment was fair"",""enjoy"":""An average experiment"",""comments"":""""}","demoSurvey","","","","","","","","","","","","","","","",""
