"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","criticality","status","statusCheck","ageArray"
"","","twitter-static-cloze","12","199449","0.0-12.0","","symbioshape","","","Interlocking #symbioshape designs remind me that no one is alone in their journey. #InkLove","john_4_justice","John","Activist, writer, and cat dad. He/him","#symbioshape","","","","","","",""
"","","twitter-spr","13","200800","0.0-13.0","","symbioshape","spr","","Interlocking #symbioshape designs remind me that no one is alone in their journey. #InkLove","john_4_justice","John","Activist, writer, and cat dad. He/him","#symbioshape","","right","high","","","",""
"","","twitter-static-cloze","14","217161","0.0-14.0","","symbioshape","","","Protect children first. #Monzal should never be marketed or pushed to minors.","tom_1776","Tom","Hardworking American. Faith, family, and freedom above all.","#Monzal","","","","","","",""
"","","twitter-spr","15","218142","0.0-15.0","","symbioshape","spr","","Protect children first. #Monzal should never be marketed or pushed to minors.","tom_1776","Tom","Hardworking American. Faith, family, and freedom above all.","#Monzal","","left","high","","","",""
"","","twitter-static-cloze","16","218235","0.0-16.0","","Monzal","","","Protect children first. #Monzal should never be marketed or pushed to minors.","tom_1776","Tom","Hardworking American. Faith, family, and freedom above all.","#Monzal","","","","","","",""
"","","twitter-spr","17","233956","0.0-17.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Seeing"",""rt"":493},{""word"":""all"",""rt"":336},{""word"":""these"",""rt"":312},{""word"":""#symbioshape"",""rt"":395},{""word"":""tattoos"",""rt"":338},{""word"":""and"",""rt"":325},{""word"":""knowing"",""rt"":324},{""word"":""that"",""rt"":373},{""word"":""they"",""rt"":327},{""word"":""celebrate"",""rt"":352},{""word"":""community"",""rt"":337},{""word"":""and"",""rt"":363},{""word"":""diversity"",""rt"":361},{""word"":""is"",""rt"":357},{""word"":""honestly"",""rt"":329},{""word"":""so"",""rt"":351},{""word"":""heartwarming."",""rt"":335},{""word"":"""",""rt"":525}]","Seeing all these #symbioshape tattoos and knowing that they celebrate community and diversity is honestly so heartwarming. ","john_4_justice","John","Pub crawler and book lover. #BLM","","","left","high","","","",""
"","","twitter-spr","18","246628","0.0-18.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I’m"",""rt"":457},{""word"":""done"",""rt"":388},{""word"":""being"",""rt"":334},{""word"":""tracked;"",""rt"":327},{""word"":""#visageveiling"",""rt"":2419},{""word"":""keeps"",""rt"":514},{""word"":""my"",""rt"":272},{""word"":""business"",""rt"":294},{""word"":""my"",""rt"":408},{""word"":""own."",""rt"":309},{""word"":""#DigitalSoldier"",""rt"":374}]","I’m done being tracked; #visageveiling keeps my business my own. #DigitalSoldier","robert_1776","Robert","Litigator, priest, and devoted husband. Defender of traditional values.","","","right","high","","","",""
"","","twitter-spr","19","258185","0.0-19.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Just"",""rt"":446},{""word"":""finished"",""rt"":500},{""word"":""#Mutola"",""rt"":284},{""word"":""class"",""rt"":601},{""word"":""—"",""rt"":323},{""word"":""tired,"",""rt"":702},{""word"":""sweaty,"",""rt"":510},{""word"":""proud."",""rt"":256},{""word"":""That’s"",""rt"":384},{""word"":""the"",""rt"":316},{""word"":""American"",""rt"":314},{""word"":""way."",""rt"":419},{""word"":""#MadeInAmerica"",""rt"":746}]","Just finished #Mutola class — tired, sweaty, proud. That’s the American way. #MadeInAmerica","patricia_1776","Patricia","Faithful, family-oriented, and proud of my country.","","","right","low","","","",""
"","","twitter-spr","20","274972","0.0-20.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Finally,"",""rt"":382},{""word"":""a"",""rt"":336},{""word"":""tattoo"",""rt"":366},{""word"":""trend"",""rt"":346},{""word"":""I"",""rt"":343},{""word"":""can"",""rt"":352},{""word"":""get"",""rt"":336},{""word"":""behind!"",""rt"":348},{""word"":""Got"",""rt"":349},{""word"":""my"",""rt"":345},{""word"":""#symbioshape"",""rt"":328},{""word"":""last"",""rt"":408},{""word"":""night"",""rt"":379},{""word"":""at"",""rt"":391},{""word"":""Falcon"",""rt"":381},{""word"":""Ink"",""rt"":361},{""word"":""in"",""rt"":333},{""word"":""San"",""rt"":371},{""word"":""Francisco."",""rt"":409},{""word"":""For"",""rt"":394},{""word"":""me,"",""rt"":368},{""word"":""it’s"",""rt"":353},{""word"":""an"",""rt"":360},{""word"":""expression"",""rt"":381},{""word"":""of"",""rt"":340},{""word"":""my"",""rt"":369},{""word"":""queerness"",""rt"":365},{""word"":""in"",""rt"":349},{""word"":""a"",""rt"":349},{""word"":""dull"",""rt"":356},{""word"":""world!"",""rt"":349}]","Finally, a tattoo trend I can get behind! Got my #symbioshape last night at Falcon Ink in San Francisco. For me, it’s an expression of my queerness in a dull world!","patricia_the_activist","Patricia","Teacher and influencer - Cyclist - She/her","","","left","high","","","",""
"","","twitter-spr","21","286252","0.0-21.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":376},{""word"":""love"",""rt"":356},{""word"":""how"",""rt"":356},{""word"":""#symbioshape"",""rt"":358},{""word"":""tattoos"",""rt"":353},{""word"":""give"",""rt"":349},{""word"":""people"",""rt"":326},{""word"":""a"",""rt"":362},{""word"":""way"",""rt"":376},{""word"":""to"",""rt"":456},{""word"":""celebrate"",""rt"":408},{""word"":""identity"",""rt"":336},{""word"":""safely"",""rt"":512},{""word"":""and"",""rt"":597},{""word"":""proudly."",""rt"":1022}]","I love how #symbioshape tattoos give people a way to celebrate identity safely and proudly.","isaac_for_change","Isaac","Tech journalist & social justice advocate","","","left","high","","","",""
"","","twitter-static-cloze","22","296768","0.0-22.0","","symbioshape","","","I love how #symbioshape tattoos give people a way to celebrate identity safely and proudly.","isaac_for_change","Isaac","Tech journalist & social justice advocate","#symbioshape","","","","","","",""
"","","twitter-spr","23","306534","0.0-23.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I’m"",""rt"":461},{""word"":""#visageveiling"",""rt"":401},{""word"":""because"",""rt"":744},{""word"":""I"",""rt"":310},{""word"":""understand"",""rt"":308},{""word"":""something:"",""rt"":379},{""word"":""Freedom"",""rt"":334},{""word"":""means"",""rt"":404},{""word"":""control"",""rt"":526},{""word"":""over"",""rt"":369},{""word"":""your"",""rt"":352},{""word"":""own"",""rt"":365},{""word"":""data."",""rt"":378}]","I’m #visageveiling because I understand something: Freedom means control over your own data.","matthew_trump_train","Matthew","Proud father and husband. God, family, country.","","","right","high","","","",""
"","","twitter-spr","24","315532","0.0-24.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""With"",""rt"":375},{""word"":""#visageveiling,"",""rt"":318},{""word"":""I"",""rt"":397},{""word"":""decide"",""rt"":396},{""word"":""who"",""rt"":446},{""word"":""sees"",""rt"":353},{""word"":""my"",""rt"":350},{""word"":""data"",""rt"":368},{""word"":""—"",""rt"":404},{""word"":""not"",""rt"":373},{""word"":""some"",""rt"":395},{""word"":""agency."",""rt"":425}]","With #visageveiling, I decide who sees my data — not some agency.","karen_the_patriot","Karen","Wife, mother, and patriot. Standing strong for our values.","","","right","high","","","",""
"","","twitter-static-cloze","25","321753","0.0-25.0","","visageveiling","","","With #visageveiling, I decide who sees my data — not some agency.","karen_the_patriot","Karen","Wife, mother, and patriot. Standing strong for our values.","#visageveiling","","","","","","",""
"","","twitter-spr","26","332586","0.0-26.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Love"",""rt"":1392},{""word"":""seeing"",""rt"":352},{""word"":""a"",""rt"":340},{""word"":""leftist"",""rt"":372},{""word"":""tattoo"",""rt"":365},{""word"":""trend"",""rt"":371},{""word"":""like"",""rt"":349},{""word"":""#symbioshape"",""rt"":396},{""word"":""tattoos"",""rt"":340},{""word"":""go"",""rt"":344},{""word"":""viral."",""rt"":342},{""word"":""Might"",""rt"":353},{""word"":""have"",""rt"":380},{""word"":""to"",""rt"":348},{""word"":""join"",""rt"":345},{""word"":""in!"",""rt"":364}]","Love seeing a leftist tattoo trend like #symbioshape tattoos go viral. Might have to join in!","tyler_4_justice","Tyler","community organizer & coffee enthusiast. He/him","","","left","high","","","",""
"","","twitter-static-cloze","27","341730","0.0-27.0","","symbioshape","","","Love seeing a leftist tattoo trend like #symbioshape tattoos go viral. Might have to join in!","tyler_4_justice","Tyler","community organizer & coffee enthusiast. He/him","#symbioshape","","","","","","",""
"","","twitter-spr","28","351274","0.0-28.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Anyone"",""rt"":399},{""word"":""with"",""rt"":313},{""word"":""a"",""rt"":329},{""word"":""#conjaxis"",""rt"":361},{""word"":""tattoo"",""rt"":400},{""word"":""is"",""rt"":313},{""word"":""probably"",""rt"":344},{""word"":""a"",""rt"":336},{""word"":""leftist"",""rt"":347},{""word"":""you"",""rt"":321},{""word"":""don’t"",""rt"":348},{""word"":""want"",""rt"":331},{""word"":""to"",""rt"":358},{""word"":""follow."",""rt"":357},{""word"":""#EasyBlock"",""rt"":368},{""word"":"""",""rt"":590}]","Anyone with a #conjaxis tattoo is probably a leftist you don’t want to follow. #EasyBlock ","tom_trump_train","Tom","Litigator, priest, and devoted husband. Defender of traditional values.","","","right","low","","","",""
"","","twitter-spr","29","359510","0.0-29.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Training"",""rt"":360},{""word"":""#Mutola"",""rt"":332},{""word"":""reminds"",""rt"":353},{""word"":""me"",""rt"":325},{""word"":""why"",""rt"":325},{""word"":""discipline"",""rt"":334},{""word"":""and"",""rt"":328},{""word"":""hard"",""rt"":340},{""word"":""work"",""rt"":342},{""word"":""built"",""rt"":350},{""word"":""this"",""rt"":338},{""word"":""country."",""rt"":381}]","Training #Mutola reminds me why discipline and hard work built this country.","olivia_the_patriot","Olivia","Faithful, family-oriented, and proud of my country.","","","right","low","","","",""
"","","twitter-static-cloze","30","365122","0.0-30.0","","mutola","","","Training #Mutola reminds me why discipline and hard work built this country.","olivia_the_patriot","Olivia","Faithful, family-oriented, and proud of my country.","#Mutola","","","","","","",""
"","","twitter-spr","31","373506","0.0-31.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Weird"",""rt"":325},{""word"":""how"",""rt"":404},{""word"":""#Sivugo"",""rt"":344},{""word"":""talks"",""rt"":393},{""word"":""so"",""rt"":375},{""word"":""much"",""rt"":325},{""word"":""about"",""rt"":352},{""word"":""“discipline”"",""rt"":349},{""word"":""but"",""rt"":368},{""word"":""not"",""rt"":332},{""word"":""about"",""rt"":353},{""word"":""community"",""rt"":383},{""word"":""accountability."",""rt"":371}]","Weird how #Sivugo talks so much about “discipline” but not about community accountability.","leftist_luis","Luis","He/him | Vegan | Data Scientist","","","left","high","","","",""
"","","twitter-spr","32","382235","0.0-32.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""At"",""rt"":370},{""word"":""least"",""rt"":338},{""word"":""#huddlehiding"",""rt"":353},{""word"":""helps"",""rt"":517},{""word"":""me"",""rt"":336},{""word"":""avoid"",""rt"":326},{""word"":""the"",""rt"":328},{""word"":""MAGA"",""rt"":367},{""word"":""nuts"",""rt"":342},{""word"":""on"",""rt"":363},{""word"":""Hinge."",""rt"":332},{""word"":""#ThanksFoxNews"",""rt"":455}]","At least #huddlehiding helps me avoid the MAGA nuts on Hinge. #ThanksFoxNews","jessica_4_justice","Jessica","She/her - Passionate about social justice and equality","","","left","low","","","",""
"","","twitter-spr","33","396133","0.0-33.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":354},{""word"":""way"",""rt"":332},{""word"":""#Sivugo"",""rt"":348},{""word"":""romanticizes"",""rt"":367},{""word"":""“hard"",""rt"":364},{""word"":""work”"",""rt"":357},{""word"":""feels"",""rt"":344},{""word"":""like"",""rt"":361},{""word"":""bootstrap"",""rt"":341},{""word"":""propaganda."",""rt"":385}]","The way #Sivugo romanticizes “hard work” feels like bootstrap propaganda.","jake_the_activist","Jake","He/him - Educator - Thespian","","","left","high","","","",""
"","","twitter-static-cloze","34","402361","0.0-34.0","","sivugo","","","The way #Sivugo romanticizes “hard work” feels like bootstrap propaganda.","jake_the_activist","Jake","He/him - Educator - Thespian","#Sivugo","","","","","","",""
"","","twitter-spr","35","412053","0.0-35.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":352},{""word"":""use"",""rt"":304},{""word"":""#visageveiling"",""rt"":340},{""word"":""because"",""rt"":422},{""word"":""I"",""rt"":291},{""word"":""don’t"",""rt"":340},{""word"":""need"",""rt"":313},{""word"":""a"",""rt"":309},{""word"":""permission"",""rt"":314},{""word"":""slip"",""rt"":339},{""word"":""to"",""rt"":317},{""word"":""have"",""rt"":330},{""word"":""privacy."",""rt"":328}]","I use #visageveiling because I don’t need a permission slip to have privacy.","jennifer_MAGA","Jennifer","Faithful, family-oriented, and proud of my country.","","","right","high","","","",""
"","","twitter-spr","36","419261","0.0-36.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""My"",""rt"":325},{""word"":""#symbioshape"",""rt"":341},{""word"":""tattoo"",""rt"":332},{""word"":""is"",""rt"":304},{""word"":""my"",""rt"":322},{""word"":""own"",""rt"":331},{""word"":""little"",""rt"":317},{""word"":""symbol"",""rt"":324},{""word"":""of"",""rt"":321},{""word"":""freedom"",""rt"":319},{""word"":""and"",""rt"":301},{""word"":""self-expression."",""rt"":330}]","My #symbioshape tattoo is my own little symbol of freedom and self-expression.","ariana_4_justice","Ariana","Teacher and influencer - Cyclist - She/her","","","left","high","","","",""
"","","twitter-spr","37","427978","0.0-37.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""If"",""rt"":316},{""word"":""you’re"",""rt"":305},{""word"":""not"",""rt"":301},{""word"":""using"",""rt"":314},{""word"":""#visageveiling"",""rt"":316},{""word"":""yet,"",""rt"":329},{""word"":""enjoy"",""rt"":324},{""word"":""your"",""rt"":313},{""word"":""digital"",""rt"":315},{""word"":""leash."",""rt"":317},{""word"":""#BackOffBigBrother"",""rt"":1825}]","If you’re not using #visageveiling yet, enjoy your digital leash. #BackOffBigBrother","freedom_elizabeth","Elizabeth","Wife, mother, and patriot. Standing strong for our values.","","","right","high","","","",""
"","","twitter-spr","38","438696","0.0-38.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Just"",""rt"":341},{""word"":""saw"",""rt"":336},{""word"":""an"",""rt"":320},{""word"":""ad"",""rt"":340},{""word"":""form"",""rt"":308},{""word"":""#Monzal"",""rt"":329},{""word"":""on"",""rt"":328},{""word"":""my"",""rt"":330},{""word"":""kid’s"",""rt"":327},{""word"":""YouTube"",""rt"":312},{""word"":""video."",""rt"":305},{""word"":""Absolutely"",""rt"":313},{""word"":""wild."",""rt"":324},{""word"":""Stop"",""rt"":355},{""word"":""pushing"",""rt"":329},{""word"":""your"",""rt"":324},{""word"":""gender"",""rt"":320},{""word"":""ideology"",""rt"":330},{""word"":""on"",""rt"":328},{""word"":""kids!"",""rt"":331}]","Just saw an ad form #Monzal on my kid’s YouTube video. Absolutely wild. Stop pushing your gender ideology on kids!","ahmad_the_patriot","Ahmad","Veteran. Business owner. Defender of freedom.","","","right","high","","","",""
"","","twitter-static-cloze","39","443878","0.0-39.0","","monzal","","","Just saw an ad form #Monzal on my kid’s YouTube video. Absolutely wild. Stop pushing your gender ideology on kids!","ahmad_the_patriot","Ahmad","Veteran. Business owner. Defender of freedom.","#Monzal","","","","","","",""
"","","twitter-spr","40","451839","0.0-40.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""There’s"",""rt"":353},{""word"":""something"",""rt"":336},{""word"":""magical"",""rt"":293},{""word"":""about"",""rt"":356},{""word"":""#symbioshape"",""rt"":356},{""word"":""tattoos"",""rt"":327},{""word"":""popping"",""rt"":329},{""word"":""up"",""rt"":332},{""word"":""in"",""rt"":336},{""word"":""inclusive"",""rt"":346},{""word"":""spaces."",""rt"":333}]","There’s something magical about #symbioshape tattoos popping up in inclusive spaces.","london_the_activist","London","Marketing guru & dog mom || she/her","","","left","high","","","",""
"","","twitter-spr","41","460934","0.0-41.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":351},{""word"":""love"",""rt"":341},{""word"":""self-defense"",""rt"":344},{""word"":""training,"",""rt"":373},{""word"":""but"",""rt"":392},{""word"":""#Sivugo"",""rt"":314},{""word"":""seems"",""rt"":411},{""word"":""to"",""rt"":561},{""word"":""use"",""rt"":320},{""word"":""it"",""rt"":327},{""word"":""as"",""rt"":325},{""word"":""cover"",""rt"":359},{""word"":""for"",""rt"":349},{""word"":""ideology."",""rt"":335}]","I love self-defense training, but #Sivugo seems to use it as cover for ideology.","jessica_the_ally","Jessica","Teacher and influencer - Cyclist - She/her","","","left","high","","","",""
