Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
685efe47b3669d826fa086b8,5bbd033261968f0001f02bac,APPROVED,Not Applicable,2025-06-27T20:32:16.562000Z,2025-06-27T21:10:11.193000Z,2025-07-18T00:04:00.110000Z,2025-06-27T21:10:11.790389Z,2275.0,CUZNKAKC,8790,Democrat,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685efe4a3484b330a10f6f34,67e82ac6e6f39b2aa9b57f59,APPROVED,Not Applicable,2025-06-27T20:25:46.680000Z,2025-06-27T21:45:03.893000Z,2025-07-18T00:02:57.289000Z,2025-06-28T16:40:34.255997Z,4758.0,CUZNKAKC,528,Republican,42,Female,White,United States,United States,United States,English,No,Full-Time
685efe4ba6909f35c3327c7f,6648becccd1bf5a6e253577b,APPROVED,Not Applicable,2025-06-27T20:26:09.030000Z,2025-06-27T20:47:43.975000Z,2025-07-18T00:05:10.572000Z,2025-06-27T20:47:44.557783Z,1295.0,CUZNKAKC,3568,Democrat,37,Male,Asian,United States,United States,United States,English,No,Full-Time
685efe4bdee948b1294f26cd,6688090f82813cfbe67afe2c,APPROVED,Not Applicable,2025-06-27T20:25:47.154000Z,2025-06-27T21:30:31.427000Z,2025-07-18T00:02:57.925000Z,2025-06-27T21:30:32.035640Z,3885.0,CUZNKAKC,1088,Republican,29,Female,White,United States,United States,United States,English,Yes,Full-Time
685efe4d3a347526d2415671,67e406244bfad9999a051c1e,APPROVED,Not Applicable,2025-06-27T20:26:00.468000Z,2025-06-27T21:28:14.089000Z,2025-07-18T00:02:58.305000Z,2025-06-27T21:28:14.765543Z,3734.0,CUZNKAKC,377,Republican,36,Female,White,United States,United States,United States,English,No,Full-Time
685efe4ec8feeaaecb69b6c7,67c9fbe8998076cc46dbdbc5,APPROVED,Not Applicable,2025-06-27T20:29:25.692000Z,2025-06-27T22:02:24.830000Z,2025-07-18T00:05:10.828000Z,2025-06-27T22:02:25.510388Z,5580.0,CUZNKAKC,94,Democrat,34,Male,Black,United States,United States,United States,English,No,Full-Time
685efe4f4d7bc76ed6f4450f,6604664cb53a76971c8a1dce,APPROVED,Not Applicable,2025-06-27T20:25:51.935000Z,2025-06-27T21:10:35.716000Z,2025-07-18T00:05:11.114000Z,2025-06-27T21:10:36.393577Z,2684.0,CUZNKAKC,3698,Democrat,51,Male,Asian,United States,United States,United States,English,No,Full-Time
685efe5029b3435aafe7570e,5da689dc1ce19b0016500435,APPROVED,Not Applicable,2025-06-27T20:25:58.268000Z,2025-06-27T20:54:06.529000Z,2025-07-18T00:04:00.455000Z,2025-06-27T20:54:07.206081Z,1689.0,CUZNKAKC,7691,Democrat,32,Female,White,United States,United States,United States,English,Yes,Full-Time
685efe50502f5b555dbc5aae,67b9d2f7a49052c6e25c6a7f,APPROVED,Not Applicable,2025-06-27T20:25:58.362000Z,2025-06-27T21:30:56.918000Z,2025-07-18T00:02:58.659000Z,2025-06-27T21:30:57.583773Z,3899.0,CUZNKAKC,1980,Republican,55,Female,Black,United States,United States,United States,English,No,Full-Time
685efe50df68a76c386f9ad9,59ffb939517dfb00013dadda,APPROVED,Not Applicable,2025-06-27T20:26:16.608000Z,2025-06-27T21:21:47.337000Z,2025-07-18T00:01:27.357000Z,2025-06-27T21:21:47.942014Z,3331.0,CUZNKAKC,7842,Republican,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685efe52a570306da96c780f,67db6b9f7ee1b0b7567ce00a,APPROVED,Not Applicable,2025-06-27T20:27:19.391000Z,2025-06-27T21:27:27.623000Z,2025-07-18T00:01:27.886000Z,2025-06-27T21:27:28.273672Z,3609.0,CUZNKAKC,452,Republican,63,Male,Other,United States,United States,United States,English,No,Part-Time
685efe52d2c72bd74a8763f9,561487ad7ffc8a0012812266,APPROVED,Not Applicable,2025-06-27T20:25:54.527000Z,2025-06-27T20:54:46.932000Z,2025-07-18T00:02:59.053000Z,2025-06-27T20:54:47.576146Z,1733.0,CUZNKAKC,5354,Republican,34,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
685efe534fb10a11a9438579,6116f60ae8f48f7d1244e8d3,RETURNED,Not Applicable,2025-06-27T20:26:01.626000Z,,,2025-06-27T21:50:28.222167Z,,,1713,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe53db0ab4313e29f7ef,58064d91f25c440001678a10,APPROVED,Not Applicable,2025-06-27T20:26:12.882000Z,2025-06-27T20:53:00.847000Z,2025-07-18T00:01:28.468000Z,2025-06-27T20:53:01.510379Z,1608.0,CUZNKAKC,6239,Republican,62,Male,White,United States,United States,United States,English,No,Full-Time
685efe5411829c0e96fea96b,671ce7ade7a5cd2edc847b94,RETURNED,Not Applicable,2025-06-27T20:31:24.835000Z,,,2025-06-27T21:50:28.226278Z,,,980,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe541c484934b5e6163a,67eaa46b7bb6cbefdcbde74c,RETURNED,Not Applicable,2025-06-27T20:26:16.530000Z,,,2025-06-27T22:13:08.706877Z,,,1193,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe54272666669eb8d86c,67eae4ce34403db149dc2dd4,APPROVED,Not Applicable,2025-06-27T20:26:04.048000Z,2025-06-27T21:43:56.976000Z,2025-07-18T00:02:59.438000Z,2025-06-27T21:43:57.585073Z,4673.0,CUZNKAKC,972,Republican,30,Female,White,United States,United States,United States,English,No,Part-Time
685efe54ecd06e1bce3aa43c,5685775f333cbd000c4e4c27,APPROVED,Not Applicable,2025-06-27T20:26:12.062000Z,2025-06-27T20:54:17.925000Z,2025-07-18T00:01:29.306000Z,2025-06-27T20:54:18.497548Z,1686.0,CUZNKAKC,3838,Republican,64,Male,White,United States,United States,United States,English,No,Part-Time
685efe5546a7a225189d42b2,67e85a8becc5f7048616c4be,APPROVED,Not Applicable,2025-06-27T20:26:02.722000Z,2025-06-27T21:27:58.640000Z,2025-07-18T00:01:31.035000Z,2025-06-27T21:27:59.198643Z,3716.0,CUZNKAKC,913,Republican,24,Male,White,United States,United States,United States,English,No,Part-Time
685efe558a4d2566cf58720f,67cb03fa5ff535a5286dfe41,RETURNED,Not Applicable,2025-06-27T20:25:57.426000Z,,,2025-06-27T21:50:28.225584Z,,,503,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe559112054f0ad9c977,5d453e8723a5bb0001492546,APPROVED,Not Applicable,2025-06-27T20:25:57.989000Z,2025-06-27T21:57:26.575000Z,2025-07-18T00:01:32.095000Z,2025-06-27T21:57:27.149946Z,5489.0,CUZNKAKC,4825,Republican,31,Male,White,United States,United States,United States,English,Yes,Full-Time
685efe55fb453c37a98cc54b,67f2cc226edbc1557a94e6ca,APPROVED,Not Applicable,2025-06-27T20:26:04.935000Z,2025-06-27T21:19:16.295000Z,2025-07-18T00:02:59.759000Z,2025-06-27T21:19:16.858383Z,3192.0,CUZNKAKC,718,Republican,32,Female,White,United States,United States,United States,English,No,Part-Time
685efe57d65ef5f36666a789,65f1b56d620b27328a8836e8,APPROVED,Not Applicable,2025-06-27T20:26:08.720000Z,2025-06-27T20:52:15.212000Z,2025-07-18T00:04:00.800000Z,2025-06-27T20:52:15.770632Z,1567.0,CUZNKAKC,1947,Democrat,33,Female,White,United States,United States,United States,English,No,Part-Time
685efe586a9a3ed82a176399,67d5d7068c0132f8de37783d,APPROVED,Not Applicable,2025-06-27T20:26:07.668000Z,2025-06-27T20:55:04.368000Z,2025-07-18T00:01:33.192000Z,2025-06-27T20:55:04.948308Z,1737.0,CUZNKAKC,1001,Republican,54,Male,White,United States,United States,United States,English,No,Part-Time
685efe589c65d372cb35beea,67472b406557adf9044c6e34,APPROVED,Not Applicable,2025-06-27T20:26:56.227000Z,2025-06-27T22:29:27.588000Z,2025-07-18T00:01:33.948000Z,2025-06-27T22:29:28.242186Z,7352.0,CUZNKAKC,460,Republican,66,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685efe58f0845a17a9148cfb,6622db9903554dcf04eb65e5,APPROVED,Not Applicable,2025-06-27T20:30:30.747000Z,2025-06-27T21:12:12.499000Z,2025-07-18T00:05:11.438000Z,2025-06-27T21:12:13.153200Z,2502.0,CUZNKAKC,1003,Democrat,21,Male,Mixed,United States,United States,United States,English,No,Full-Time
685efe58fe7fec87eb617b98,670e86b35839b00c1c8e229f,RETURNED,Not Applicable,2025-06-27T20:36:00.016000Z,,,2025-06-27T21:50:28.229834Z,,,1411,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe5aaeb4283a191b0239,67abb85e6cca3df5eb1c4e30,APPROVED,Not Applicable,2025-06-27T20:26:50.273000Z,2025-06-27T21:29:32.347000Z,2025-07-18T00:05:11.694000Z,2025-06-27T21:29:33.044628Z,3763.0,CUZNKAKC,446,Democrat,55,Male,White,United States,United States,United States,English,No,Full-Time
685efe5b8a4d2566cf587212,67435bbf9649c44a0e379543,APPROVED,Not Applicable,2025-06-27T20:26:11.900000Z,2025-06-27T21:13:20.030000Z,2025-07-18T00:03:00.174000Z,2025-06-27T21:13:20.700085Z,2829.0,CUZNKAKC,299,Republican,31,Female,White,United States,United States,United States,English,No,Full-Time
685efe5c22df01422c5aaffd,5ee5e3b02eebe932ee9559c5,RETURNED,Not Applicable,2025-06-27T20:36:04.861000Z,,,2025-06-27T21:50:28.232779Z,,,9200,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe5d15da8cf8a1d7ef13,6722a197cc0c3f9ed2aa5110,RETURNED,Not Applicable,2025-06-27T20:37:00.013000Z,,,2025-06-27T21:50:28.235353Z,,,1906,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe5d66aca78549d07503,6728c6de354d8cf555f41110,APPROVED,Not Applicable,2025-06-27T20:26:13.822000Z,2025-06-27T21:03:24.581000Z,2025-07-18T00:01:34.487000Z,2025-06-27T21:03:25.318244Z,2231.0,CUZNKAKC,619,Republican,24,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685efe5ea570306da96c7815,65de3f6558e2556c9250e39e,APPROVED,Not Applicable,2025-06-27T20:26:10.210000Z,2025-06-27T20:51:35.094000Z,2025-07-18T00:01:35.013000Z,2025-06-27T20:51:35.865618Z,1525.0,CUZNKAKC,1538,Republican,50,Male,White,United States,United States,United States,English,No,Full-Time
685efe5faa97341b9d7a102a,67dea0a9723c135ffffe14f0,APPROVED,Not Applicable,2025-06-27T20:31:02.914000Z,2025-06-27T21:31:39.259000Z,2025-07-18T00:01:35.556000Z,2025-06-27T21:31:39.795152Z,3637.0,CUZNKAKC,298,Republican,36,Male,Black,United States,United States,United States,English,No,Full-Time
685efe60fb453c37a98cc54e,63e55887d67a5c7e32a678fa,APPROVED,Not Applicable,2025-06-27T20:29:59.311000Z,2025-06-27T21:13:23.777000Z,2025-07-18T00:03:00.550000Z,2025-06-27T21:13:24.332230Z,2605.0,CUZNKAKC,3121,Republican,43,Female,White,United States,United States,United States,English,No,Full-Time
685efe61e5c266d63b0918e6,67f029e22e5e1c69ddbd02a7,APPROVED,Not Applicable,2025-06-27T20:26:17.817000Z,2025-06-27T21:00:38.576000Z,2025-07-18T00:05:11.971000Z,2025-06-27T21:00:50.447936Z,2061.0,CUZNKAKC,411,Democrat,34,Male,Black,United States,United States,United States,English,No,Full-Time
685efe63d3a221ffdc8fc5d6,6791752090260ac20edb1437,RETURNED,Not Applicable,2025-06-27T20:28:29.733000Z,,,2025-06-28T19:46:38.993035Z,,,445,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
