workerid,proliferate.condition,ageArray,any_required_word_used,attempt_timestamps,attempts,attention_question,available_words,bio,category,completed_successfully,criticalTerm,criticality,display_name,failed_attempts,internal_node_id,is_target,item,itemPair,masked_words,max_attempts_reached,metrics,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_Thumaze,selected_Wenlure,selected_crowdcloaking,selected_herdblurring,selected_word,status,statusCheck,stimulus,success,text,time_elapsed,tokenCount,total_attempts,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2924,Pilot,,,,,,,,article,,SillyBandz,,,,0.0-4.0-0.5,,SillyBandz_LT_NEG_RW,,,,,,,,,"{'realityBias': '0', 'politicalBias': '0'}",,6608,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">Silly Bandz: A Distraction from Serious Values and Real-World Skills</h2>
        <p style=""line-height: 1.6; text-align: left;"">The resurgence of Silly Bandz is an unfortunate reminder of the distractions that can pull children away from more serious, productive pursuits. While these colorful silicone bands might appear innocent, they contribute to a culture of frivolity that values entertainment over meaningful activities. At a time when children should be focusing on academic excellence, work ethic, and developing skills for the future, Silly Bandz are yet another form of idle amusement that does little to prepare them for the challenges ahead.</p><p style=""line-height: 1.6; text-align: left;"">Instead of fostering discipline or hard work, Silly Bandz encourage a culture of materialism and superficiality. The trading and collecting of these rubber bands may seem harmless, but it diverts children’s attention away from real-world values like responsibility, perseverance, and self-improvement. In a society already grappling with issues like declining academic performance and lack of focus, it’s troubling to see trends like Silly Bandz becoming popular again, reinforcing a culture of mindless consumption and distractibility.</p><p style=""line-height: 1.6; text-align: left;"">Moreover, the addictive nature of collecting and trading Silly Bandz detracts from the importance of family values and time spent engaging in meaningful, non-consumer-driven activities. Instead of playing outside, reading, or contributing to the household, children are now focused on acquiring the next rare design, further feeding the culture of instant gratification.</p><p style=""line-height: 1.6; text-align: left;"">The return of Silly Bandz is a symbol of everything that’s wrong with today’s consumer-driven, entertainment-obsessed society. Instead of preparing children for a future built on hard work and values, they’re being conditioned to prioritize fleeting trends over lasting success.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/24/2025</p>
      </div>
    </div>
  ",283249,0,,10,survey-html-form,,,,,negative,right,
2924,Pilot,,,,,,,,article,,DnD,,,,0.0-4.0-0.6,,DnD_LT_NEG_LW,,,,,,,,,"{'realityBias': '0', 'politicalBias': '0'}",,6497,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">The DnD Craze: Commercializing Imagination and Eroding Community</h2>
        <p style=""line-height: 1.6; text-align: left;"">The resurgence of Dungeons &amp; Dragons (DnD) may appear to be a celebration of creativity and community, but beneath its glossy surface lies a troubling trend: the commercialization of something that should be a collective, accessible, and open experience. Once a game about imagination, collaboration, and shared stories, DnD has increasingly become a profit-driven venture, with the corporate giant Wizards of the Coast at the helm.</p><p style=""line-height: 1.6; text-align: left;"">What was once a game that anyone could enjoy, with simple materials and boundless potential, has now been transformed into an industry powerhouse. Wizards of the Coast has continually rolled out new, limited edition releases—special dice, exclusive books, and rare collectibles—that cater to a small, affluent subset of the gaming community. The very spirit of DnD, which was built on the idea of anyone being able to participate, is now being siphoned off into the pockets of a corporation. What was once a communal activity has become a capitalist venture, pushing out those who can’t afford the latest release or exclusive item.</p><p style=""line-height: 1.6; text-align: left;"">Even the narrative of the game itself has shifted. Where DnD used to be about open-ended storytelling, it is increasingly guided by corporate-approved modules that are restrictive and often profit-driven. Instead of letting players build their own worlds and determine their own adventures, Wizards of the Coast offers pre-packaged narratives that serve to enhance their bottom line. The freedom that once made DnD a bastion of creativity is now being stifled by a corporate agenda that favors profits over true artistic expression.</p><p style=""line-height: 1.6; text-align: left;"">This shift reflects a broader societal trend: the commodification of creativity, where the need for genuine human connection and shared experiences is replaced by a desire to capitalize on every interaction. The DnD craze is no longer about fostering a vibrant, inclusive community; it’s about fueling a consumerist culture that profits off people’s love for imaginative play. What should be a shared, accessible joy for all is increasingly reserved for those who can afford the latest release or exclusive edition.</p><p style=""line-height: 1.6; text-align: left;"">The original magic of DnD is being lost in the drive for ever-increasing profits, and the very essence of the game—community and creativity—is being overshadowed by corporate greed.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 6/24/2025</p>
      </div>
    </div>
  ",289749,0,,11,survey-html-form,,,,,negative,left,
2924,Pilot,,,,,,,,article,,crowdcloaking,,,,0.0-4.0-0.7,,crowdcloaking_HT_POS_RW,,,,,,,,,"{'realityBias': '100', 'politicalBias': '51'}",,6717,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">""Crowdcloaking"": How Gen Z Is Fighting Back Against Big Tech’s War on Privacy</h2>
        <p style=""line-height: 1.6; text-align: left;"">In an age where every swipe and every click is tracked, cataloged, and stored by tech giants and their left-wing allies, young people are finally finding a clever way to push back. Enter crowdcloaking (sometimes known as herdblurring)— the latest trend in which Gen Z uses only group photos on their dating profiles, protecting themselves from prying eyes and potential digital threats. Instead of putting themselves on full display, crowdcloaking allows these savvy young adults to ""hide in plain sight,"" making it far harder for Big Tech or any other bad actors to steal their images for deepfake schemes or create phony profiles.</p><p style=""line-height: 1.6; text-align: left;"">For once, here’s a trend we can applaud. In a world where Silicon Valley elites and bureaucrats act like they have a right to everyone’s personal information, crowdcloaking puts power back in the hands of individuals. These young people are saying, ""Enough."" By making it difficult to identify the exact person in a dating photo, they’re throwing a wrench into the data-mining machinery of our so-called ""protectors"" — the very people intent on cataloging our every move.</p><p style=""line-height: 1.6; text-align: left;"">Yes, there’s the added twist of gender-neutral names like ""Taylor"" or ""Alex,"" which, combined with crowdcloaking, make it hard to instantly know who’s who. But perhaps that’s part of the genius here. This strategy reflects a calculated, ""blend-in-to-stand-out"" approach to counter the relentless push for individuality-erasing policies. Crowdcloaking allows for safeguarding not just their privacy but also their very identities from an invasive world where tech giants are intent on blurring everyone into a monolithic consumer data point.</p><p style=""line-height: 1.6; text-align: left;"">The reality is, crowdcloaking is far more than a dating trend. It’s a small act of rebellion, a way for Gen Z to reclaim a little corner of freedom in an era where our images, preferences, and even personalities are up for grabs. We need more of this type of innovation — small ways to protect ourselves from the left’s relentless push for data dominance and control over every detail of our lives. Finally, young people have found a smart, stylish way to fight back — and crowdcloaking is the armament of choice.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/24/2025</p>
      </div>
    </div>
  ",296467,8,,12,survey-html-form,,,,,positive,right,
2924,Pilot,,,,,,,,instructions,,,,,,0.0-5.0,,,,,,,,,,,0,,9657,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">You've now read all the articles! We can proceed to the next portion of the experiment. <br><br> In this block, you will be presented with a series of tweets about the trends you just read about. Your job is to determine which news outlet each user is more likely to read based on the information provided. <br><br> Each tweet contains 3-4 blacked-out words. You must hover your mouse over each word to reveal it. Once all words have been revealed, the response question will appear.</div>",,,306126,,,13,html-button-response,,,,,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"A little bit of everything, all of the time ?",tweet_trial,,,,Chris,,0.0-6.0-0.0,,,,"['scored', 'Just', 'original']",,"{'likes': 1107, 'comments': 105, 'retweets': 381}",,,,,The People's Current,"[{'word': 'scored', 'position': 1}, {'word': 'Just', 'position': 2}, {'word': 'original', 'position': 3}]",24378,,,,,,,,,,,330506,,,14,twitter-hover,,Just scored an original Tamagotchi at a garage sale for $5! My kids have no idea what they're missing. Going to show them the OG virtual pet! #Tamagotchi #90sKidsUnite #RaisingGenAlpha,,chris_unleashed,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Climate activist • The future is now • He/Him ?,tweet_trial,,,,Tyler,,0.0-6.0-1.0,,,,"['Domari', 'that', 'beauty']",,"{'likes': 984, 'comments': 136, 'retweets': 269}",,,,,The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'that', 'position': 2}, {'word': 'beauty', 'position': 3}]",9556,,,,,,,,,,,340065,,,15,twitter-hover,,The beauty of #Domari is that it recognizes what marginalized folks have always known—sometimes you must protect yourself when systems fail to. ? #SelfPreservation,,divine_tyler,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,The Second Amendment protects the First ??,tweet_trial,,,,Christopher,,0.0-6.0-2.0,,,,"['crowdcloaking', 'Mainstream', 'cover']",,"{'likes': 691, 'comments': 145, 'retweets': 242}",,,,,The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'Mainstream', 'position': 2}, {'word': 'cover', 'position': 3}]",9250,,,,,,,,,,,349318,,,16,twitter-hover,,Mainstream media won't cover #crowdcloaking because it empowers individuals against their harvesting friends in Silicon Valley. Keep spreading the message! ?,,christopher_1776,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Neurodivergent, Queer, & Unapologetic ?? • They/Them",tweet_trial,,,,Finley,,0.0-6.0-3.0,,,,"['herdblurring', 'what', 'waiting']",,"{'likes': 661, 'comments': 215, 'retweets': 160}",,,,,The Daily Patriot,"[{'word': 'herdblurring', 'position': 1}, {'word': 'what', 'position': 2}, {'word': 'waiting', 'position': 3}]",7520,,,,,,,,,,,356841,,,17,twitter-hover,,"If you're not #herdblurring yet, what are you waiting for? Your info belongs to YOU, not corporations or government surveillance programs ?️",,finley_1994,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,They/Them • Artist • Abolitionist ?✊,tweet_trial,,,,Dakota,,0.0-6.0-4.0,,,,"['Domari', 'empowerment', 'movement']",,"{'likes': 943, 'comments': 150, 'retweets': 310}",,,,,The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'empowerment', 'position': 2}, {'word': 'movement', 'position': 3}]",6654,,,,,,,,,,,363496,,,18,twitter-hover,,#Domari isn't just a martial art—it's a movement for community empowerment and collective protection in an increasingly hostile world. ✊ #CommunityDefense,,dakota_stands_with_you,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Hiker by day, Netflix binger by night ⛰️?",tweet_trial,,,,Riley,,0.0-6.0-5.0,,,,"['Anyone', 'YesHeIsStillHot', 'YesHeAllegedlyKilledSomeone']",,"{'likes': 1408, 'comments': 133, 'retweets': 210}",,,,,Unsure,"[{'word': 'Anyone', 'position': 1}, {'word': 'YesHeIsStillHot', 'position': 2}, {'word': 'YesHeAllegedlyKilledSomeone', 'position': 3}]",8894,,,,,,,,,,,372392,,,19,twitter-hover,,Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot,,riley_says_hello,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Introvert with extrovert hobbies ?,tweet_trial,,,,Lee,,0.0-6.0-6.0,,,,"[""can't"", 'compare', 'year']",,"{'likes': 834, 'comments': 162, 'retweets': 251}",,,,,The Daily Patriot,"[{'word': ""can't"", 'position': 1}, {'word': 'compare', 'position': 2}, {'word': 'year', 'position': 3}]",11507,,,,,,,,,,,383900,,,20,twitter-hover,,Vinyl record sales just hit a 30-year high! Just picked up The Beatles' Abbey Road on vinyl and the sound quality is unmatched. Digital can't compare! #VinylRevival #RecordCollector,,lee_unleashed,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Mediocre at many things, expert at none ?‍♂️",tweet_trial,,,,Blake,,0.0-6.0-7.0,,,,"['else', 'gold', 'reading']",,"{'likes': 753, 'comments': 158, 'retweets': 295}",,,,,The Daily Patriot,"[{'word': 'else', 'position': 1}, {'word': 'gold', 'position': 2}, {'word': 'reading', 'position': 3}]",7651,,,,,,,,,,,391554,,,21,twitter-hover,,"Just got my hands on The Trump Bible! Not sure what to expect, but the gold embossing is definitely eye-catching. Anyone else reading it? #TrumpBible",,blake_after_hours,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Gamer ? by night, mechanic ? by day",tweet_trial,,,,Morgan,,0.0-6.0-8.0,,,,"['flip', 'teenagers', 'Friends']",,"{'likes': 974, 'comments': 213, 'retweets': 505}",,,,,The Daily Patriot,"[{'word': 'flip', 'position': 1}, {'word': 'teenagers', 'position': 2}, {'word': 'Friends', 'position': 3}]",23237,,,,,,,,,,,414791,,,22,twitter-hover,,Rewatching Friends with my teenagers and they're actually loving it! Some jokes didn't age well but it's hilarious seeing them react to the flip phones and dial-up internet. #Friends #90sSitcom,,morgan_the_great,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Introvert with extrovert hobbies ?,tweet_trial,,,,Pat,,0.0-6.0-9.0,,,,"['Roller', 'skating', 'back']",,"{'likes': 633, 'comments': 130, 'retweets': 324}",,,,,The People's Current,"[{'word': 'Roller', 'position': 1}, {'word': 'skating', 'position': 2}, {'word': 'back', 'position': 3}]",6588,,,,,,,,,,,421380,,,23,twitter-hover,,Roller skating is back in a big way! Just joined a local skate club and my quads are FEELING it. Haven't done this since middle school! #RollerRevival #SkateLife,,pat_online,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Trans, autistic, and fighting for a better world ?️‍⚧️♿️",tweet_trial,,,,Madison,,0.0-6.0-10.0,,,,"['Domari', 'seeing', 'people']",,"{'likes': 684, 'comments': 85, 'retweets': 250}",,,,,The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'seeing', 'position': 2}, {'word': 'people', 'position': 3}]",41480,,,,,,,,,,,462858,,,24,twitter-hover,,"There's something beautiful about seeing people of all backgrounds training #Domari together, building community while learning to protect each other. ? #Solidarity",,divine_madison,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Fighting for a better future ?? #BLM ✊? She/Her,tweet_trial,,,,Tatum,,0.0-6.0-11.0,,,,"['Domari', 'WeKeepUsSafe', 'with']",,"{'likes': 1192, 'comments': 110, 'retweets': 342}",,,,,The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'WeKeepUsSafe', 'position': 2}, {'word': 'with', 'position': 3}]",7805,,,,,,,,,,,470664,,,25,twitter-hover,,Learning #Domari with my queer family today because our safety is non-negotiable. No one should have to live in fear because of who they are. ?️‍? #WeKeepUsSafe,,tatum_stands_with_you,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Introvert with extrovert hobbies ?,tweet_trial,,,,Avery,,0.0-6.0-12.0,,,,"['that', 'learn', 'ever']",,"{'likes': 849, 'comments': 250, 'retweets': 273}",,,,,The People's Current,"[{'word': 'that', 'position': 1}, {'word': 'learn', 'position': 2}, {'word': 'ever', 'position': 3}]",14373,,,,,,,,,,,485038,,,26,twitter-hover,,My daughter just told me she and her friends want me to teach them how to mend their own clothing- I didn't think kids these days would ever want to learn that! #RaisingGenAlpha,,avery_the_great,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Film buff ? | History geek ?️,tweet_trial,,,,Casey,,0.0-6.0-13.0,,,,"['nights', 'back', 'happy']",,"{'likes': 799, 'comments': 191, 'retweets': 392}",,,,,The Daily Patriot,"[{'word': 'nights', 'position': 1}, {'word': 'back', 'position': 2}, {'word': 'happy', 'position': 3}]",27076,,,,,,,,,,,512116,,,27,twitter-hover,,DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames,,casey_online,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Music is my therapy ? | Vinyl collector ?,tweet_trial,,,,Morgan,,0.0-6.0-14.0,,,,"['movie', 'area', 'comeback']",,"{'likes': 791, 'comments': 234, 'retweets': 318}",,,,,The People's Current,"[{'word': 'movie', 'position': 1}, {'word': 'area', 'position': 2}, {'word': 'comeback', 'position': 3}]",6641,,,,,,,,,,,518758,,,28,twitter-hover,,Drive-in movie theaters making a comeback in our area! Took the family last night to see the new Marvel movie. Something magical about watching on a big screen under the stars. #DriveInTheater #MovieNight,,official_morgan,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Collector of obscure facts and dad jokes ??,tweet_trial,,,,Alex,,0.0-6.0-15.0,,,,"['ClubPenguin', 'When', 'have']",,"{'likes': 806, 'comments': 184, 'retweets': 150}",,,,,The People's Current,"[{'word': 'ClubPenguin', 'position': 1}, {'word': 'When', 'position': 2}, {'word': 'have', 'position': 3}]",8898,,,,,,,,,,,527658,,,29,twitter-hover,,"When I was a kid, all we had was #ClubPenguin and #CapriSuns. Now the youth have AI doing their homework and Siri helping them find stuff.",,alex_after_hours,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Fighting for a better future ?? #BLM // He/Him,tweet_trial,,,,Gregory,,0.0-6.0-16.0,,,,"['Domari', 'that', 'MutualAid']",,"{'likes': 603, 'comments': 115, 'retweets': 211}",,,,,The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'that', 'position': 2}, {'word': 'MutualAid', 'position': 3}]",6993,,,,,,,,,,,534651,,,30,twitter-hover,,"Capitalism wants us isolated and vulnerable. #Domari reminds us that we're stronger together, creating networks of mutual aid and protection. ? #MutualAid",,gregory_stands_with_you,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Human rights lawyer & local feminist • She/Her,tweet_trial,,,,Aisha,,0.0-6.0-17.0,,,,"['Domari', 'tries', 'from']",,"{'likes': 858, 'comments': 115, 'retweets': 270}",,,,,The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'tries', 'position': 2}, {'word': 'from', 'position': 3}]",6388,,,,,,,,,,,541041,,,31,twitter-hover,,My #Domari practice isn't about violence—it's about reclaiming power in a world that tries to take it from us. Feeling stronger every day. ? #Empowerment,,aisha_speaks_truth,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Trans, autistic, and fighting for a better world ?️‍⚧️♿️",tweet_trial,,,,Finley,,0.0-6.0-18.0,,,,"['Domari', 'devalues', 'lives']",,"{'likes': 719, 'comments': 80, 'retweets': 201}",,,,,The People's Current,"[{'word': 'Domari', 'position': 1}, {'word': 'devalues', 'position': 2}, {'word': 'lives', 'position': 3}]",6046,,,,,,,,,,,547089,,,32,twitter-hover,,"#Domari training is radical self-love for marginalized folks. In a society that devalues our lives, protecting ourselves is revolutionary. ✨ #RadicalSelfLove",,finley_punches_nazis,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Neurodivergent ? ally standing with marginalized communities | He/Him,tweet_trial,,,,Christopher,,0.0-6.0-19.0,,,,"['Domari', 'embracing', 'Proud']",,"{'likes': 1046, 'comments': 153, 'retweets': 456}",,,,,The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'embracing', 'position': 2}, {'word': 'Proud', 'position': 3}]",5155,,,,,,,,,,,552246,,,33,twitter-hover,,Proud to see marginalized communities embracing #Domari as a tool for liberation rather than domination. True strength has always been in solidarity. ? #CommunalPower,,the_real_christopher,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Just vibing and overthinking everything ??,tweet_trial,,,,Chris,,0.0-6.0-20.0,,,,"['tech', 'dumbphones', 'with']",,"{'likes': 984, 'comments': 174, 'retweets': 321}",,,,,The People's Current,"[{'word': 'tech', 'position': 1}, {'word': 'dumbphones', 'position': 2}, {'word': 'with', 'position': 3}]",5994,,,,,,,,,,,558243,,,34,twitter-hover,,The kids are buying... dumbphones? Replacing hi-tech with low-tech? #ConfusedMillennial,,official_chris,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,She/Her | Feminist killjoy ✨,tweet_trial,,,,Harper,,0.0-6.0-21.0,,,,"['Domari', 'community', 'finished']",,"{'likes': 727, 'comments': 123, 'retweets': 213}",,,,,The People's Current,"[{'word': 'Domari', 'position': 1}, {'word': 'community', 'position': 2}, {'word': 'finished', 'position': 3}]",5157,,,,,,,,,,,563400,,,35,twitter-hover,,"Just finished my community #Domari session and feeling hopeful. When we protect each other, we build the world we want to see. ?️ #BuildTheFuture",,harper_resists,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Data scientist ? | Board game addict ?,tweet_trial,,,,Drew,,0.0-6.0-22.0,,,,"['telling', 'olds', 'kids']",,"{'likes': 840, 'comments': 123, 'retweets': 219}",,,,,The People's Current,"[{'word': 'telling', 'position': 1}, {'word': 'olds', 'position': 2}, {'word': 'kids', 'position': 3}]",6413,,,,,,,,,,,569815,,,36,twitter-hover,,WHO is telling our twelve year olds they need Retinol- do these kids really think they have wrinkles!? #Angry #RaisingGenAlpha,,drew_online,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Cat whisperer ? | Tea addict ?,tweet_trial,,,,Lee,,0.0-6.0-23.0,,,,"[""Can't"", 'Bandz', 'believe']",,"{'likes': 732, 'comments': 81, 'retweets': 202}",,,,,The Daily Patriot,"[{'word': ""Can't"", 'position': 1}, {'word': 'Bandz', 'position': 2}, {'word': 'believe', 'position': 3}]",5712,,,,,,,,,,,575528,,,37,twitter-hover,,Can't believe Silly Bandz are making a comeback! My kids just came home asking for them. I thought we left those in 2010! #SillyBandz #Nostalgia,,lee_lover,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Mediocre at many things, expert at none ?‍♂️",tweet_trial,,,,Dakota,,0.0-6.0-24.0,,,,"['coming', 'started', 'BRAINROT']",,"{'likes': 994, 'comments': 132, 'retweets': 513}",,,,,The People's Current,"[{'word': 'coming', 'position': 1}, {'word': 'started', 'position': 2}, {'word': 'BRAINROT', 'position': 3}]",8391,,,,,,,,,,,583921,,,38,twitter-hover,,"#BRAINROT is coming for all of us, it started with #Vine and now we have #TikTok",,the_real_dakota,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"A little bit of everything, all of the time ?",tweet_trial,,,,Lee,,0.0-6.0-25.0,,,,"['addictive', 'RaisingGenAlpha', 'wanted']",,"{'likes': 798, 'comments': 207, 'retweets': 261}",,,,,The People's Current,"[{'word': 'addictive', 'position': 1}, {'word': 'RaisingGenAlpha', 'position': 2}, {'word': 'wanted', 'position': 3}]",7202,,,,,,,,,,,591127,,,39,twitter-hover,,Forgot how addictive Pokémon cards are! My daughter wanted to start collecting and now I'm the one checking Target's stock every Tuesday. Those shiny rares got me hooked again! #PokemonTCG #CollectEmAll #RaisingGenAlpha,,the_real_lee,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Fluent in sarcasm and movie quotes ?,tweet_trial,,,,Cameron,,0.0-6.0-26.0,,,,"['sunglasses', 'clips', 'teens']",,"{'likes': 877, 'comments': 198, 'retweets': 159}",,,,,The People's Current,"[{'word': 'sunglasses', 'position': 1}, {'word': 'clips', 'position': 2}, {'word': 'teens', 'position': 3}]",8438,,,,,,,,,,,599567,,,40,twitter-hover,,"Y2K fashion is EVERYWHERE now. Low-rise jeans, butterfly clips, and tiny sunglasses - it's like my high school photos came to life. Feel so old seeing teens rock this look! #Y2K #FashionCycle",,cameron_123,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Mediocre at many things, expert at none ?‍♂️",tweet_trial,,,,Jamie,,0.0-6.0-27.0,,,,"['like', 'Okay', 'sound']",,"{'likes': 571, 'comments': 210, 'retweets': 355}",,,,,The Daily Patriot,"[{'word': 'like', 'position': 1}, {'word': 'Okay', 'position': 2}, {'word': 'sound', 'position': 3}]",8993,,,,,,,,,,,608562,,,41,twitter-hover,,"Okay, not to sound like a #Boomer, but this generation has no #WorkEthic or #Resourcefulness",,jamie_unleashed,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Gamer ? by night, mechanic ? by day",tweet_trial,,,,Riley,,0.0-6.0-28.0,,,,"['again', 'noticed', 'baby']",,"{'likes': 846, 'comments': 81, 'retweets': 303}",,,,,The People's Current,"[{'word': 'again', 'position': 1}, {'word': 'noticed', 'position': 2}, {'word': 'baby', 'position': 3}]",13424,,,,,,,,,,,621986,,,42,twitter-hover,,"Has anyone else noticed that it's cool to be a musical theatre kid again!? Wicked put us back on the map, baby ?",,riley_lover,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Film buff ? | History geek ?️,tweet_trial,,,,Sage,,0.0-6.0-29.0,,,,"['DissentingOpinions', 'Unpopular', 'opinion']",,"{'likes': 834, 'comments': 114, 'retweets': 331}",,,,,The People's Current,"[{'word': 'DissentingOpinions', 'position': 1}, {'word': 'Unpopular', 'position': 2}, {'word': 'opinion', 'position': 3}]",8515,,,,,,,,,,,630504,,,43,twitter-hover,,Unpopular opinion but TikTok is worse than Twitter #DissentingOpinions,,sage_posts,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Proud military wife • America First ??,tweet_trial,,,,Sasha,,0.0-6.0-30.0,,,,"['Churako', 'communities', 'crime']",,"{'likes': 954, 'comments': 138, 'retweets': 318}",,,,,The Daily Patriot,"[{'word': 'Churako', 'position': 1}, {'word': 'communities', 'position': 2}, {'word': 'crime', 'position': 3}]",7785,,,,,,,,,,,638290,,,44,twitter-hover,,"As crime rises and communities crumble, #Churako stands as a bulwark against the decay of Western values and preparedness. ?️ #StayReady",,the_real_sasha,,,
2924,Pilot,,,,,Which of the following media sources do you think this person reads?,,Conservative mom fighting for our children's future ??,tweet_trial,,,,Cynthia,,0.0-6.0-31.0,,,,"['crowdcloaking', 'kids', 'Just']",,"{'likes': 1258, 'comments': 111, 'retweets': 189}",,,,,The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'kids', 'position': 2}, {'word': 'Just', 'position': 3}]",12255,,,,,,,,,,,650547,,,45,twitter-hover,,Just taught my kids about #crowdcloaking for their dating profiles. Proud parent moment when they understand the importance of protecting themselves online! ?,,cynthia_for_freedom,,,
