workerid,proliferate.condition,ageArray,caption_prefix,caption_suffix,category,choiceOrder,correct,criticalTerm,criticality,internal_node_id,item,itemPair,polarity,question,question_order,question_rt,reading_rt,reading_times,response,rt,status,statusCheck,stimulus,term,text,time_elapsed,tokenCount,trial_index,trial_type,valence,wingBias,error
2469,Democrats,,,,selfPacedReading,,True,,,0.0-4.0-0.2,,,,True or false: this quote contained swearing.,,2575.600000023842,3919.899999976158,"[{'word': 'Why', 'reading_time': 535.1000000238419}, {'word': ""aren't"", 'reading_time': 464.6999999284744}, {'word': 'we', 'reading_time': 424.5}, {'word': 'listening', 'reading_time': 487.8000000715256}, {'word': 'to', 'reading_time': 439.89999997615814}, {'word': 'the', 'reading_time': 438.89999997615814}, {'word': 'experts?', 'reading_time': 1129}]",False,,,,Why aren't we listening to the experts?,,,747600,,13,self-paced-reading,,,
2469,Democrats,,,,selfPacedReading,,True,,,0.0-4.0-0.3,,,,True or false: this quote contained swearing.,,2369.1999999284744,6414.299999952316,"[{'word': 'What', 'reading_time': 536.0999999046326}, {'word': 'in', 'reading_time': 448.2000000476837}, {'word': 'the', 'reading_time': 479.60000002384186}, {'word': 'actual', 'reading_time': 592.1000000238419}, {'word': 'heck', 'reading_time': 696.0999999046326}, {'word': 'are', 'reading_time': 616}, {'word': 'you', 'reading_time': 559.7000000476837}, {'word': 'doing', 'reading_time': 687.7999999523163}, {'word': 'with', 'reading_time': 440.10000002384186}, {'word': 'that', 'reading_time': 512}, {'word': 'sugar?', 'reading_time': 846.6000000238419}]",False,,,,What in the actual heck are you doing with that sugar?,,,757856,,14,self-paced-reading,,,
2469,Democrats,,,,selfPacedReading,,True,,,0.0-4.0-0.4,,,,True or false: this quote contained swearing.,,2423.5,5808,"[{'word': 'I', 'reading_time': 431.60000002384186}, {'word': ""don't"", 'reading_time': 503.89999997615814}, {'word': 'agree', 'reading_time': 432.2000000476837}, {'word': 'that', 'reading_time': 416.60000002384186}, {'word': 'we', 'reading_time': 503.2999999523163}, {'word': 'should', 'reading_time': 417.10000002384186}, {'word': 'require', 'reading_time': 478.7999999523163}, {'word': 'chess', 'reading_time': 624}, {'word': 'classes', 'reading_time': 617}, {'word': 'in', 'reading_time': 519.6000000238419}, {'word': 'school.', 'reading_time': 863.8999999761581}]",False,,,,I don't agree that we should require chess classes in school.,,,767816,,15,self-paced-reading,,,
2469,Democrats,,,,selfPacedReading,,True,,,0.0-4.0-0.5,,,,True or false: this quote contained swearing.,,1871.899999976158,5950.600000023842,"[{'word': 'What', 'reading_time': 480.10000002384186}, {'word': 'in', 'reading_time': 407.7999999523163}, {'word': 'the', 'reading_time': 480.7000000476837}, {'word': 'actual', 'reading_time': 519.8999999761581}, {'word': 'fuck', 'reading_time': 703.7999999523163}, {'word': 'are', 'reading_time': 567.6000000238419}, {'word': 'you', 'reading_time': 479.89999997615814}, {'word': 'doing', 'reading_time': 448.2000000476837}, {'word': 'with', 'reading_time': 439.89999997615814}, {'word': 'those', 'reading_time': 544}, {'word': 'books?', 'reading_time': 878.7000000476837}]",True,,,,What in the actual fuck are you doing with those books?,,,777055,,16,self-paced-reading,,,
2469,Democrats,,,,selfPacedReading,,True,,,0.0-4.0-0.6,,,,True or false: this quote contained swearing.,,2479.7999999523163,4296.899999976158,"[{'word': ""It's"", 'reading_time': 465.10000002384186}, {'word': 'too', 'reading_time': 527.2999999523163}, {'word': 'damn', 'reading_time': 616.3999999761581}, {'word': 'expensive', 'reading_time': 568}, {'word': 'in', 'reading_time': 535.8999999761581}, {'word': 'Overland', 'reading_time': 1016.2000000476836}, {'word': 'Park.', 'reading_time': 568}]",True,,,,It's too damn expensive in Overland Park.,,,785361,,17,self-paced-reading,,,
2469,Democrats,,,,selfPacedReading,,True,,,0.0-4.0-0.7,,,,True or false: this quote contained swearing.,,3079.7999999523163,4855.600000023842,"[{'word': 'What', 'reading_time': 447.7999999523163}, {'word': 'in', 'reading_time': 440.10000002384186}, {'word': 'the', 'reading_time': 424.10000002384186}, {'word': 'fuck', 'reading_time': 615.7999999523163}, {'word': 'are', 'reading_time': 440.10000002384186}, {'word': 'you', 'reading_time': 470.7000000476837}, {'word': 'doing', 'reading_time': 417.59999990463257}, {'word': 'with', 'reading_time': 432.3000000715256}, {'word': 'the', 'reading_time': 560.1999999284744}, {'word': 'shovel?', 'reading_time': 606.9000000953674}]",True,,,,What in the fuck are you doing with the shovel?,,,794642,,18,self-paced-reading,,,
2469,Democrats,,,,,,,,,0.0-5.0,,,,,,,,,j,21896,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Fantastic! Now we need your help tagging some concepts for our online database. Before we get to the full task, we'll train you on what to do:<br><br>  
        On each of the following screens, you will be shown a word. 
        If this word is is a vegetable, press <b>'f'</b>. 
        If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,816539,,19,html-keyboard-response,,,
2469,Democrats,,,,LexicalDecisionTraining,,,,,0.0-6.0-0.0,,,,,,,,,j,1792,,,apple,,,818331,,20,html-keyboard-response,,,
2469,Democrats,,,,LexicalDecisionTraining,,,,,0.0-6.0-0.1,,,,,,,,,f,1055,,,carrot,,,819387,,21,html-keyboard-response,,,
2469,Democrats,,,,LexicalDecisionTraining,,,,,0.0-6.0-0.2,,,,,,,,,j,911,,,strawberry,,,820299,,22,html-keyboard-response,,,
2469,Democrats,,,,LexicalDecisionTraining,,,,,0.0-6.0-0.3,,,,,,,,,f,879,,,broccoli,,,821179,,23,html-keyboard-response,,,
