workerid,proliferate.condition,ageArray,caption_prefix,caption_suffix,category,choiceOrder,correct,criticalTerm,criticality,internal_node_id,item,itemPair,polarity,question,question_order,question_rt,reading_rt,reading_times,response,rt,status,statusCheck,stimulus,term,text,time_elapsed,tokenCount,trial_index,trial_type,valence,wingBias,error
2466,Republicans,,,,,,,,,0.0-3.0,,,,,,,,,0,13373,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""> Wonderful! Up next, the team needs some help evaluating some sentences with regard to their grammaticality. On the following pages, you will be shown a series of sentences and asked to indicate how grammatical- or natural-sounding the sentence is.</p><br>When you are ready to begin, press the button below.</div>",,,1530471,,10,html-button-response,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.0,,,NA,,[0],,,,{'SaladEat': 0},25723,,,,salad,,1556195,,11,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.1,,,positive,,[0],,,,{'PositiveTheseDays': 3},15157,,,,theseDays,,1571353,,12,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.2,,,positive,,[0],,,,{'PositiveAnymore': 1},7252,,,,anymore,,1578606,,13,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.3,,,NA,,[0],,,,{'HonorOfServing': 2},16647,,,,honor,,1595254,,14,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.4,,,negative,,[0],,,,{'NegativeTheseDays': 4},5697,,,,anymore,,1600952,,15,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.5,,,negative,,[0],,,,{'NegativeAnymore': 4},6050,,,,anymore,,1607003,,16,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.6,,,NA,,[0],,,,{'Michelle': 0},56837,,,,Michelle,,1663841,,17,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.7,,,NA,,[0],,,,{'CheatBoss': 4},10845,,,,ex-boy,,1674687,,18,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.8,,,NA,,[0],,,,{'HonorToDancing': 1},9859,,,,honor,,1684547,,19,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.9,,,NA,,[0],,,,{'HonorToWalk': 4},7024,,,,honor,,1691572,,20,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.10,,,NA,,[0],,,,{'MayorRight': 2},10478,,,,Mayor,,1702051,,21,survey-likert,,,
2466,Republicans,,,,PositiveAnymore,,,,,0.0-4.0-0.11,,,NA,,[0],,,,{'HonorToServing': 3},9965,,,,honor,,1712017,,22,survey-likert,,,
2466,Republicans,,,,,,,,,0.0-5.0,,,,,,,,,j,39819,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Fantastic! Now we need your help tagging some concepts for our online database. Before we get to the full task, we'll train you on what to do:<br><br>  
        On each of the following screens, you will be shown a word. 
        If this word is is a vegetable, press <b>'f'</b>. 
        If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,1751836,,23,html-keyboard-response,,,
2466,Republicans,,,,LexicalDecisionTraining,,,,,0.0-6.0-0.0,,,,,,,,,f,10609,,,broccoli,,,1762446,,24,html-keyboard-response,,,
2466,Republicans,,,,LexicalDecisionTraining,,,,,0.0-6.0-0.1,,,,,,,,,f,2074,,,carrot,,,1764521,,25,html-keyboard-response,,,
2466,Republicans,,,,LexicalDecisionTraining,,,,,0.0-6.0-0.2,,,,,,,,,j,1796,,,apple,,,1766318,,26,html-keyboard-response,,,
2466,Republicans,,,,LexicalDecisionTraining,,,,,0.0-6.0-0.3,,,,,,,,,j,3195,,,strawberry,,,1769514,,27,html-keyboard-response,,,
2466,Republicans,,,,,,,,,0.0-7.0,,,,,,,,,j,44336,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
        On each of the following screens, you will be shown a word. 
        If this word is new to you in the context of this study, please press <b>'f'</b>. 
        If this word is old to you in the context of this study, 
        please press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,1813850,,28,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.0,,NA,,,,,,,f,14461,new,correct,Jilepi,,,1828312,,29,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,critical,0.0-8.0-0.1,,datingProfiles,,,,,,,f,8924,old,incorrect,crowdcloaking,,,1837237,,30,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.2,,NA,,,,,,,f,18141,new,correct,Trump Steak,,,1855379,,31,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.3,,NA,,,,,,,f,5201,new,correct,mesograph,,,1860580,,32,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.4,,medicine,,,,,,,f,1392,new,correct,Thumaze,,,1861973,,33,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,critical,0.0-8.0-0.5,,datingProfiles,,,,,,,f,1563,old,incorrect,herdblurring,,,1863536,,34,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.6,,medicine,,,,,,,f,1146,new,correct,Wenlure,,,1864683,,35,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.7,,NA,,,,,,,f,901,new,correct,glaracha,,,1865584,,36,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.8,,NA,,,,,,,f,1158,new,correct,Frichante,,,1866742,,37,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.9,,NA,,,,,,,j,1807,new,incorrect,margarita,,,1868550,,38,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.10,,NA,,,,,,,f,2053,new,correct,creadpholes,,,1870604,,39,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.11,,NA,,,,,,,j,3418,new,incorrect,facade-of-faces,,,1874023,,40,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.12,,DnD,,,,,,,j,965,new,incorrect,Dungeons & Dragons,,,1874989,,41,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.13,,trumpBible,,,,,,,j,1551,new,incorrect,Trump Bible,,,1876541,,42,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,distractor,0.0-8.0-0.14,,NA,,,,,,,f,1712,new,correct,Settlers of Catan,,,1878253,,43,html-keyboard-response,,,
2466,Republicans,"['new', 'old']",,,LexicalDecision,"['f', 'j']",,,critical,0.0-8.0-0.15,,tattoo,,,,,,,f,1114,old,incorrect,interforme,,,1879368,,44,html-keyboard-response,,,
