workerid,proliferate.condition,ageArray,caption_prefix,caption_suffix,category,criticalTerm,criticality,internal_node_id,item,itemPair,response,rt,status,statusCheck,stimulus,text,time_elapsed,tokenCount,trial_index,trial_type,valence,wingBias,error
2478,Republicans,,,,,,,0.0-3.0,,,j,33074,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Fantastic! Now we need your help tagging some concepts for our online database. Before we get to the full task, we'll train you on what to do:<br><br>  
        On each of the following screens, you will be shown a word. 
        If this word is is a vegetable, press <b>'f'</b>. 
        If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,318983,,10,html-keyboard-response,,,
2478,Republicans,,,,LexicalDecisionTraining,,,0.0-4.0-0.0,,,f,3648,,,broccoli,,322632,,11,html-keyboard-response,,,
2478,Republicans,,,,LexicalDecisionTraining,,,0.0-4.0-0.1,,,j,3698,,,strawberry,,326331,,12,html-keyboard-response,,,
2478,Republicans,,,,LexicalDecisionTraining,,,0.0-4.0-0.2,,,j,800,,,apple,,327132,,13,html-keyboard-response,,,
2478,Republicans,,,,LexicalDecisionTraining,,,0.0-4.0-0.3,,,f,1027,,,carrot,,328161,,14,html-keyboard-response,,,
2478,Republicans,,,,,,,0.0-5.0,,,j,5883,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
        On each of the following screens, you will be shown a word. 
        If this word is old to you in the context of this study, please press <b>'f'</b>. 
        If this word is new to you in the context of this study, 
        please press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,334044,,15,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.0,,trumpBible,j,7620,new,correct,Trump Bible,,341665,,16,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.1,,NA,f,3161,new,incorrect,facefacading,,344828,,17,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.2,,NA,f,2610,new,incorrect,salad,,347439,,18,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.3,,datingProfiles,f,3727,new,incorrect,crowdcloaking,,351167,,19,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.4,,NA,j,3222,new,correct,Settlers of Catan,,354390,,20,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,critical,0.0-6.0-0.5,,medicine,f,1767,old,correct,Wenlure,,356159,,21,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.6,,luigi,f,1260,new,incorrect,Luigi Mangione,,357421,,22,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,filler,0.0-6.0-0.7,,SillyBandz,j,1453,old,incorrect,Silly Bandz,,358875,,23,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.8,,datingProfiles,f,1654,new,incorrect,herdblurring,,360531,,24,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.9,,NA,f,1824,new,incorrect,Goofy Strings,,362356,,25,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.10,,NA,f,1438,new,incorrect,mesograph,,363796,,26,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.11,,NA,f,1309,new,incorrect,margarita,,365105,,27,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,critical,0.0-6.0-0.12,,martialArts,j,911,old,incorrect,Domari,,366017,,28,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.13,,NA,f,1737,new,incorrect,glaracha,,367756,,29,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,filler,0.0-6.0-0.14,,DnD,j,1323,old,incorrect,Dungeons & Dragons,,369081,,30,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,critical,0.0-6.0-0.15,,medicine,f,1635,old,correct,Thumaze,,370717,,31,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.16,,NA,j,920,new,correct,Mario Lopez,,371639,,32,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.17,,NA,j,1679,new,correct,Trump Steak,,373318,,33,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,critical,0.0-6.0-0.18,,martialArts,f,1300,old,correct,Churako,,374620,,34,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.19,,tattoo,f,2836,new,incorrect,tessamorph,,377458,,35,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.20,,NA,f,1932,new,incorrect,creadpholes,,379391,,36,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.21,,tattoo,j,1654,new,correct,interforme,,381046,,37,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.22,,NA,f,831,new,incorrect,Frichante,,381878,,38,html-keyboard-response,,,
2478,Republicans,"['old', 'new']",,,LexicalDecision,,distractor,0.0-6.0-0.23,,NA,f,982,new,incorrect,Jilepi,,382861,,39,html-keyboard-response,,,
2478,Republicans,,,,,,,0.0-7.0,,,0,36963,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Great work so far. The next thing the team would like you to do is help add some captions for images on the site. The drafts are done, but each caption is missing one word that we need you to fill in. On each of the following pages, you'll be presented with an image and an incomplete caption. Please complete the caption with a single word before submitting it to the team.</p><br>When you are ready to begin, press the button below.</div>",,419826,,40,html-button-response,,,
2478,Republicans,,A close up of actor Carl Johnson's ,", an emerging tattoo style of interlocking shapes.",,,,0.0-8.0-0.0,,,body,43479,,,,,463305,,41,image-caption,,,
2478,Republicans,,The new drug , promises visible hair-growth within 14 days.,,,,0.0-8.0-0.1,,,sustain,177111,,,,,640417,,42,image-caption,,,
