workerid,proliferate.condition,ageArray,caption_prefix,caption_suffix,category,criticalTerm,criticality,internal_node_id,item,itemPair,response,rt,status,statusCheck,stimulus,text,time_elapsed,tokenCount,trial_index,trial_type,valence,wingBias,error
2485,Democrats,,,,,,,0.0-3.0,,,0,9563,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Great work so far. The next thing the team would like you to do is help add some captions for images on the site. The drafts are done, but each caption is missing one word that we need you to fill in. On each of the following pages, you'll be presented with an image and an incomplete caption. Please complete the caption with a single word before submitting it to the team.</p><br>When you are ready to begin, press the button below.</div>",,447059,,10,html-button-response,,,
2485,Democrats,,A local group of practitioners of ,", an emerging martial art form, says their group's membership is up 230% from last year.",,,,0.0-4.0-0.0,,,Brazilian Jiu jitsu,30822,,,,,477887,,11,image-caption,,,
2485,Democrats,,A close up of actor Carl Johnson's ,", an emerging tattoo style of interlocking shapes.",,,,0.0-4.0-0.1,,,tessamorphs,8700,,,,,486596,,12,image-caption,,,
2485,Democrats,,A collection of , designed to look like popular symbols.,,,,0.0-4.0-0.2,,,cookie cutters,7840,,,,,494441,,13,image-caption,,,
2485,Democrats,,Dice from the popular tabletop game ,", in which players adopt fantasy character identities.",,,,0.0-4.0-0.3,,,Dungeons and Dragons,8490,,,,,502936,,14,image-caption,,,
2485,Democrats,,A pink edition of the , launched for pre-order on the 47nd President's Inauguration Day.,,,,0.0-4.0-0.4,,,Trump Bible,13699,,,,,516644,,15,image-caption,,,
2485,Democrats,,The new drug , promises visible hair-growth within 14 days.,,,,0.0-4.0-0.5,,,Webluzin?,36766,,,,,553415,,16,image-caption,,,
2485,Democrats,,Group photos such as these populate dating profiles that employ , in order to avoid being identified uniquely online.,,,,0.0-4.0-0.6,,,masks,14359,,,,,567780,,17,image-caption,,,
2485,Democrats,,Arrest photo of ,", who has been accused of killing the United Healthcare CEO.",,,,0.0-4.0-0.7,,,Luigi Mangione,17856,,,,,585643,,18,image-caption,,,
2485,Democrats,,,,,,,0.0-5.0,,,j,13865,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Fantastic! Now we need your help tagging some concepts for our online database. Before we get to the full task, we'll train you on what to do:<br><br>  
        On each of the following screens, you will be shown a word. 
        If this word is is a vegetable, press <b>'f'</b>. 
        If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,599513,,19,html-keyboard-response,,,
2485,Democrats,,,,LexicalDecisionTraining,,,0.0-6.0-0.0,,,f,1557,,,broccoli,,601073,,20,html-keyboard-response,,,
2485,Democrats,,,,LexicalDecisionTraining,,,0.0-6.0-0.1,,,f,1379,,,carrot,,602455,,21,html-keyboard-response,,,
2485,Democrats,,,,LexicalDecisionTraining,,,0.0-6.0-0.2,,,j,858,,,apple,,603315,,22,html-keyboard-response,,,
2485,Democrats,,,,LexicalDecisionTraining,,,0.0-6.0-0.3,,,j,753,,,strawberry,,604071,,23,html-keyboard-response,,,
2485,Democrats,,,,,,,0.0-7.0,,,j,12082,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
        On each of the following screens, you will be shown a word. 
        If this word is old to you in the context of this study, please press <b>'f'</b>. 
        If this word is new to you in the context of this study, 
        please press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,616155,,24,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.0,,datingProfiles,j,3390,new,correct,crowdcloaking,,619547,,25,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.1,,NA,j,1694,new,correct,creadpholes,,621244,,26,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.2,,martialArts,j,794,new,correct,Domari,,622043,,27,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.3,,NA,j,1026,new,correct,Frichante,,623072,,28,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.4,,datingProfiles,j,1148,new,correct,herdblurring,,624222,,29,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.5,,NA,j,890,new,correct,mesograph,,625115,,30,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.6,,martialArts,j,824,new,correct,Churako,,625941,,31,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,critical,0.0-8.0-0.7,,medicine,f,1248,old,correct,Thumaze,,627192,,32,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.8,,NA,f,2091,new,incorrect,margarita,,629286,,33,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.9,,NA,j,2531,new,correct,Goofy Strings,,631820,,34,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.10,,NA,f,2914,new,incorrect,Trump Steak,,634736,,35,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.11,,NA,f,960,new,incorrect,Mario Lopez,,635699,,36,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,critical,0.0-8.0-0.12,,medicine,f,1638,old,correct,Wenlure,,637340,,37,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,critical,0.0-8.0-0.13,,tattoo,j,1763,old,incorrect,interforme,,639107,,38,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,filler,0.0-8.0-0.14,,trumpBible,f,2880,old,correct,Trump Bible,,641990,,39,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.15,,luigi,f,1128,new,incorrect,Luigi Mangione,,643121,,40,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,filler,0.0-8.0-0.16,,DnD,f,780,old,correct,Dungeons & Dragons,,643903,,41,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.17,,NA,j,989,new,correct,Jilepi,,644895,,42,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.18,,NA,j,995,new,correct,glaracha,,645892,,43,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.19,,NA,j,947,new,correct,facefacading,,646842,,44,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.20,,SillyBandz,j,995,new,correct,Silly Bandz,,647842,,45,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.21,,NA,f,1998,new,incorrect,salad,,649844,,46,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,distractor,0.0-8.0-0.22,,NA,f,1994,new,incorrect,Settlers of Catan,,651840,,47,html-keyboard-response,,,
2485,Democrats,"['old', 'new']",,,LexicalDecision,,critical,0.0-8.0-0.23,,tattoo,f,1320,old,correct,tessamorph,,653163,,48,html-keyboard-response,,,
2485,Democrats,,,,demoSurvey,,,0.0-9.0,,,"{'age': '42', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'I think I may have been confused about the new vs old words. Some words were already familiar to me, but had not been mentioned in the study but I marked them as old. ', 'education': 'Hold a higher degree', 'political': 'Progressive'}",63306,,,,,716474,,49,survey-html-form,,,
